arxiv_id	first_public_date	title	candidate_state	screening_reason	owner_node	review_status	books_disposition
2604.03919	2026-04-05	Interpreting Video Representations with Spatio-Temporal Sparse Autoencoders	pre-denominator closure	逐项 title+abstract 复核确认：Interpreting Video Representations with Spatio-Temporal Sparse Autoencoders 的具体问题/方法是“We present the first systematic study of Sparse Autoencoders (SAEs) on video representations. ”。当前公开范围仍是任务特定方法、单领域应用或局部 benchmark 增量，没有改变可迁移的 AI System state/data/control ownership、evaluation/release contract 或 Books 既有成立边界；若后续 exact revision 披露跨 workload 控制面、系统级 failure/fallback 或修正现有 owner 结论，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.03920	2026-04-05	From Plausible to Causal: Counterfactual Semantics for Policy Evaluation in Simulated Online Communities	pre-denominator closure	逐项 title+abstract 复核确认：From Plausible to Causal: Counterfactual Semantics for Policy Evaluation in Simulated Online Communities 的具体问题/方法是“LLM-based social simulations can generate believable community interactions, enabling ``policy wind tunnels'' where governance interventions are tested before deployment. ”。当前公开范围仍是任务特定方法、单领域应用或局部 benchmark 增量，没有改变可迁移的 AI System state/data/control ownership、evaluation/release contract 或 Books 既有成立边界；若后续 exact revision 披露跨 workload 控制面、系统级 failure/fallback 或修正现有 owner 结论，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.03922	2026-04-05	ACES: Who Tests the Tests? Leave-One-Out AUC Consistency for Code Generation	pre-denominator closure	逐项 title+abstract 复核确认：ACES: Who Tests the Tests? Leave-One-Out AUC Consistency for Code Generation 的具体问题/方法是“Selecting LLM-generated code candidates using LLM-generated tests is challenging because the tests themselves may be incorrect. ”。当前公开范围仍是任务特定方法、单领域应用或局部 benchmark 增量，没有改变可迁移的 AI System state/data/control ownership、evaluation/release contract 或 Books 既有成立边界；若后续 exact revision 披露跨 workload 控制面、系统级 failure/fallback 或修正现有 owner 结论，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.03924	2026-04-05	Uncertainty as a Planning Signal: Multi-Turn Decision Making for Goal-Oriented Conversation	pre-denominator closure	逐项 title+abstract 复核确认：Uncertainty as a Planning Signal: Multi-Turn Decision Making for Goal-Oriented Conversation 的具体问题/方法是“Goal-oriented conversational systems require making sequential decisions under uncertainty about the user's intent, where the algorithm must balance information acquisition and target commitment over multiple turns. ”。当前公开范围仍是任务特定方法、单领域应用或局部 benchmark 增量，没有改变可迁移的 AI System state/data/control ownership、evaluation/release contract 或 Books 既有成立边界；若后续 exact revision 披露跨 workload 控制面、系统级 failure/fallback 或修正现有 owner 结论，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.03925	2026-04-05	AdaptFuse: Training-Free Sequential Preference Learning via Externalized Bayesian Inference	retained	Large language models struggle to accumulate evidence across multiple rounds of user interaction, failing to update their beliefs in a manner consistent with Bayesian inference.  改变 `PLATFORM-SECURITY` 的长期机制、state/control ownership 或 evaluation contract；fresh-context reviewer 已以 exact-v1 复核。	PLATFORM-SECURITY	deep_complete	Integrate
2604.03926	2026-04-05	CODE-GEN: A Human-in-the-Loop RAG-Based Agentic AI System for Multiple-Choice Question Generation	pre-denominator closure	逐项 title+abstract 复核确认：CODE-GEN: A Human-in-the-Loop RAG-Based Agentic AI System for Multiple-Choice Question Generation 的具体问题/方法是“We present CODE-GEN, a human-in-the-Loop, retrieval-augmented generation (RAG)-based agentic AI system for generating context-aligned multiple-choice questions to develop student code reasoning and comprehension abilities. ”。当前公开范围仍是任务特定方法、单领域应用或局部 benchmark 增量，没有改变可迁移的 AI System state/data/control ownership、evaluation/release contract 或 Books 既有成立边界；若后续 exact revision 披露跨 workload 控制面、系统级 failure/fallback 或修正现有 owner 结论，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.03927	2026-04-05	Version Control System for Data with MatrixOne	pre-denominator closure	逐项 title+abstract 复核确认：Version Control System for Data with MatrixOne 的具体问题/方法是“The rapid advancement of artificial intelligence has elevated data to a cornerstone of modern software systems. ”。当前公开范围仍是任务特定方法、单领域应用或局部 benchmark 增量，没有改变可迁移的 AI System state/data/control ownership、evaluation/release contract 或 Books 既有成立边界；若后续 exact revision 披露跨 workload 控制面、系统级 failure/fallback 或修正现有 owner 结论，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.03928	2026-04-05	Supervised Dimensionality Reduction Revisited: Why LDA on Frozen CNN Features Deserves a Second Look	pre-denominator closure	逐项 title+abstract 复核确认：Supervised Dimensionality Reduction Revisited: Why LDA on Frozen CNN Features Deserves a Second Look 的具体问题/方法是“Frozen pretrained image representations are widely used for transfer learning: a backbone is kept fixed, feature vectors are extracted, and a lightweight classifier is trained on top. ”。当前公开范围仍是任务特定方法、单领域应用或局部 benchmark 增量，没有改变可迁移的 AI System state/data/control ownership、evaluation/release contract 或 Books 既有成立边界；若后续 exact revision 披露跨 workload 控制面、系统级 failure/fallback 或修正现有 owner 结论，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.04986	2026-04-05	Enhancing sample efficiency in reinforcement-learning-based flow control: replacing the critic with an adaptive reduced-order model	pre-denominator closure	逐项 title+abstract 复核确认：Enhancing sample efficiency in reinforcement-learning-based flow control: replacing the critic with an adaptive reduced-order model 的具体问题/方法是“Model-free deep reinforcement learning (DRL) methods suffer from poor sample efficiency. ”。当前公开范围仍是任务特定方法、单领域应用或局部 benchmark 增量，没有改变可迁移的 AI System state/data/control ownership、evaluation/release contract 或 Books 既有成立边界；若后续 exact revision 披露跨 workload 控制面、系统级 failure/fallback 或修正现有 owner 结论，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.14209	2026-04-05	Towards Verified and Targeted Explanations through Formal Methods	pre-denominator closure	逐项 title+abstract 复核确认：Towards Verified and Targeted Explanations through Formal Methods 的具体问题/方法是“As deep neural networks are deployed in safety-critical domains such as autonomous driving and medical diagnosis, stakeholders need explanations that are interpretable but also trustworthy with formal guarantees. ”。当前公开范围仍是任务特定方法、单领域应用或局部 benchmark 增量，没有改变可迁移的 AI System state/data/control ownership、evaluation/release contract 或 Books 既有成立边界；若后续 exact revision 披露跨 workload 控制面、系统级 failure/fallback 或修正现有 owner 结论，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
