arxiv_id	first_public_date	title	candidate_state	screening_reason	owner_node	review_status	books_disposition
2604.26198	2026-04-29	Pricing Global Macroeconomic Risk in Equity Markets: Evidence from Selected G20 Economies	pre-denominator closure	全量 title+abstract 复核后关闭 `Pricing Global Macroeconomic Risk in Equity Markets: Evidence from Selected G20 Economies`：它公开的具体问题/机制是“This study investigates whether international equity markets systematically price global macroeconomic risks. The empirical analysis is conducted using monthly excess returns for ten G20 countries over the period 2000-2024. A Dynamic Factor Model (DFM) is employed to extract latent global factors from a set of macroeconomic variables capturing global inflation, real activity, monetary policy, term structure, exchange rates, volatility, and oil prices.”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.26199	2026-04-29	Metrics on triangulated categories and restrictions of (co)-$t$-structures	pre-denominator closure	全量 title+abstract 复核后关闭 `Metrics on triangulated categories and restrictions of (co)-$t$-structures`：它公开的具体问题/机制是“This paper explores the restriction behavior of silting-induced $t$-structures and co-$t$-structures on triangulated categories endowed with metrics. For compactly generated triangulated categories admitting small coproducts, silting subcategories of compact objects give rise to canonical $t$-structures. We establish that a silting subcategory being contravariantly finite in the precompletion (or completion) is equivalent to the canonical $t$-structure restricting to this precompletion (or completion).”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.26200	2026-04-29	Blind OFDM-ISAC Relying on Asymmetric Modem Constellations	pre-denominator closure	fresh-context reverse audit 复核后维持 closure：`Blind OFDM-ISAC Relying on Asymmetric Modem Constellations` 的具体问题/机制为：We show that supporting blind ISAC is feasible by exploiting a fundamental asymmetry in the impact of co-channel OFDM interference: while communication is fragile on the TF grid, sensing depends on structured physical parameters whose signatures remain identifiable by relying on higher-order statistics.；摘要证据线索为：We show that supporting blind ISAC is feasible by exploiting a fundamental asymmetry in the impact of co-channel OFDM interference: while communication is fragile on the TF grid, sensing depends on structured physical parameters whose signatures remain identifiable by relying on higher-order statistics.。排除边界：其主要贡献是任务切片、数据集或测量结果，未改变 evaluator identity、可复算证据对象或 release gate；因此不进入 Candidate Denominator。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.26201	2026-04-29	Lights Out: A Nighttime UAV Localization Framework Using Thermal Imagery and Semantic 3D Maps	pre-denominator closure	fresh-context reverse audit 复核后维持 closure：`Lights Out: A Nighttime UAV Localization Framework Using Thermal Imagery and Semantic 3D Maps` 的具体问题/机制为：Results show that localization performance is strongly correlated with the availability of semantic edge evidence and that large-error events are spatially localized to semantically ambiguous areas rather than uniformly distributed.；摘要证据线索为：Rather than relying on appearance-based correspondence, localization is formulated in a shared semantic domain and solved via a symmetric bidirectional reprojection objective with confusion-aware weighting to improve robustness under segmentation uncertainty.。排除边界：其优化的是单任务质量，没有重新分配跨层数据流、serving lifecycle 或恢复责任；因此不进入 Candidate Denominator。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.26202	2026-04-29	Seniority-zero Quadratic Canonical Transformation Theory	pre-denominator closure	全量 title+abstract 复核后关闭 `Seniority-zero Quadratic Canonical Transformation Theory`：它公开的具体问题/机制是“We propose a method to solve the Schrödinger equation for systems with static/strong electron correlation using Hamiltonian transformations. Building on our previous work on seniority-zero canonical transformation theory, which seeks a unitary transformation that maps the Hamiltonian into the seniority-zero space, this method presents an alternative way of evaluating the Baker--Campbell--Hausdorff (BCH) expansion based on quadratic canonical transformation theory. The extension aims to relax the small-generator con”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.26203	2026-04-29	From Wavefunction Collapse to Superconductivity: Evolution of the Electronic State in Compressed GaNb4Se8	pre-denominator closure	全量 title+abstract 复核后关闭 `From Wavefunction Collapse to Superconductivity: Evolution of the Electronic State in Compressed GaNb4Se8`：它公开的具体问题/机制是“Understanding how electronic transport evolves from localized to itinerant regimes in correlated cluster solids remains an important challenge in condensed-matter physics. Here we investigate the pressure-dependent transport properties of the lacunar spinel GaNb4Se8, a cluster Mott insulator at ambient conditions. At low pressures, the resistivity follows Efros-Shklovskii variable-range hopping, indicating Coulomb-gap-controlled carrier localization (x ~ 6.1 Angstrom).”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.26204	2026-04-29	Stability and Fourier-Mukai transforms on an eliptic surface	pre-denominator closure	全量 title+abstract 复核后关闭 `Stability and Fourier-Mukai transforms on an eliptic surface`：它公开的具体问题/机制是“We shall introduce a stability condition for a coherent sheaf associated to an elliptic surface. Then we study the behavior under relative Fourier-Mukai transforms.”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.26205	2026-04-29	Sequential Estimation of Dynamic Discrete Choice Models with Unobserved Heterogeneity	pre-denominator closure	全量 title+abstract 复核后关闭 `Sequential Estimation of Dynamic Discrete Choice Models with Unobserved Heterogeneity`：它公开的具体问题/机制是“Estimating dynamic discrete choice models with unobserved heterogeneity is computationally costly because it requires repeatedly solving fixed-point equations for all unobserved types. We develop the EM-NPL(q) framework that combines the Expectation-Maximization (EM) algorithm with an inner fixed-point solver truncated to q iterations. For the workhorse class of linear-in-parameters models, we establish a truncation-invariance result: for any q$\geq$1, EM-NPL(q) is numerically identical to the EM-NPL estimator that”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.26206	2026-04-29	Option-Order Randomisation Reveals a Distributional Position Attractor in Prompted Sandbagging	pre-denominator closure	全量 title+abstract 复核后关闭 `Option-Order Randomisation Reveals a Distributional Position Attractor in Prompted Sandbagging`：它公开的具体问题/机制是“A predecessor pilot (Cacioli, 2026) found that Llama-3-8B implements prompted sandbagging as positional collapse rather than answer avoidance. However, fixed option ordering in MMLU-Pro left open whether this reflected a model-level position-dominant policy or dataset-level distractor structure. This pre-registered follow-up (3 models, 2,000 MMLU-Pro items, 4 conditions, 24,000 primary trials) added cyclic option-order randomisation as the critical control.”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.26207	2026-04-29	Functional Dimensional Regularization for O(N) Models	pre-denominator closure	全量 title+abstract 复核后关闭 `Functional Dimensional Regularization for O(N) Models`：它公开的具体问题/机制是“The novel functional dimensional regularization (FDR) scheme has proven capable of yielding results that are competitive with the state-of-the-art in the computation of critical exponents in $d=3$, while also reproducing those from the $\varepsilon$-expansion for the Ising and other universality classes. In this work, we show that this is not a mere coincidence: by applying the scheme to the $O(N)$ universality class, we explicitly derive the flow equations and obtain critical exponents that are comparable to those”。该 delta 仍属于单域任务方法、局部模型变体或受限 benchmark；没有迁移通用 AI-System state/data/control owner，也没有建立新的 release/evaluation contract。若后续 exact revision 披露跨 workload 控制面、failure/fallback 或与 current Books 冲突，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
