arxiv_id	submitted_v1_utc	title	categories	screening_status	screening_reason
2603.25747	2026-03-30T00:00:05Z	BeSafe-Bench: Unveiling Behavioral Safety Risks of Situated Agents in Functional Environments	cs.AI	pre_denominator_closure	BeSafe-Bench: Unveiling Behavioral Safety Risks of Situated Agents in Functional Environments（cs.AI）的公开摘要聚焦于：The rapid evolution of Large Multimodal Models (LMMs) has enabled agents to perform complex digital and physical tasks, yet their deployment as autonomous decision-makers introduces substantial unintentional behavioral safety risks. However, the absence of a comprehensive safety benchmark remains a major bottleneck, as existing evaluations rely on low-fideli 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.25749	2026-03-30T00:00:10Z	A Lightweight, Transferable, and Self-Adaptive Framework for Intelligent DC Arc-Fault Detection in Photovoltaic Systems	cs.AI;cs.LG;eess.SP	pre_denominator_closure	A Lightweight, Transferable, and Self-Adaptive Framework for Intelligent DC Arc-Fault Detection in Photovoltaic Systems（cs.AI, cs.LG）的公开摘要聚焦于：Arc-fault circuit interrupters (AFCIs) are essential for mitigating fire hazards in residential photovoltaic (PV) systems, yet achieving reliable DC arc-fault detection under real-world conditions remains challenging. Spectral interference from inverter switching, hardware heterogeneity, operating-condition drift, and environmental noise collectively comprom 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.25750	2026-03-30T00:00:12Z	Sommelier: Scalable Open Multi-turn Audio Pre-processing for Full-duplex Speech Language Models	cs.AI;cs.SD;eess.AS	pre_denominator_closure	Sommelier: Scalable Open Multi-turn Audio Pre-processing for Full-duplex Speech Language Models（cs.AI, cs.SD）的公开摘要聚焦于：As the paradigm of AI shifts from text-based LLMs to Speech Language Models (SLMs), there is a growing demand for full-duplex systems capable of real-time, natural human-computer interaction. However, the development of such models is constrained by the scarcity of high-quality, multi-speaker conversational data, as existing large-scale resources are predomi 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.25752	2026-03-30T00:00:18Z	Relational graph-driven differential denoising and diffusion attention fusion for multimodal conversation emotion recognition	cs.CL;cs.SD;eess.AS	pre_denominator_closure	Relational graph-driven differential denoising and diffusion attention fusion for multimodal conversation emotion recognition（cs.CL, cs.SD）的公开摘要聚焦于：In real-world scenarios, audio and video signals are often subject to environmental noise and limited acquisition conditions, resulting in extracted features containing excessive noise. Furthermore, there is an imbalance in data quality and information carrying capacity between different modalities. These two issues together lead to information distortion an 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.25755	2026-03-30T00:00:23Z	KANEL: Kolmogorov-Arnold Network Ensemble Learning Enables Early Hit Enrichment in High-Throughput Virtual Screening	cs.LG;physics.chem-ph;q-bio.QM;stat.ML	pre_denominator_closure	KANEL: Kolmogorov-Arnold Network Ensemble Learning Enables Early Hit Enrichment in High-Throughput Virtual Screening（cs.LG, physics.chem-ph）的公开摘要聚焦于：Machine learning models of chemical bioactivity are increasingly used for prioritizing a small number of compounds in virtual screening libraries for experimental follow-up. In these applications, assessing model accuracy by early hit enrichment such as Positive Predicted Value (PPV) calculated for top N hits (PPV@N) is more appropriate and actionable than t 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.25758	2026-03-30T00:00:26Z	A-SelecT: Automatic Timestep Selection for Diffusion Transformer Representation Learning	cs.AI;cs.CV;cs.LG;eess.IV	pre_denominator_closure	A-SelecT: Automatic Timestep Selection for Diffusion Transformer Representation Learning（cs.AI, cs.CV）的公开摘要聚焦于：Diffusion models have significantly reshaped the field of generative artificial intelligence and are now increasingly explored for their capacity in discriminative representation learning. Diffusion Transformer (DiT) has recently gained attention as a promising alternative to conventional U-Net-based diffusion models, demonstrating a promising avenue for dow 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.25761	2026-08-05T01:05:39Z	A Survey of OCR Evaluation Methods and Metrics and the Invisibility of Historical Documents	cs.CV;cs.DL	pre_denominator_closure	A Survey of OCR Evaluation Methods and Metrics and the Invisibility of Historical Documents（cs.CV, cs.DL）的公开摘要聚焦于：Optical character recognition (OCR) and document understanding systems increasingly rely on large vision and vision-language models, yet evaluation remains centered on modern, Western, and institutional documents. This emphasis masks system behavior in historical and marginalized archives, where layout, typography, and material degradation shape interpretati 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.25763	2026-03-30T00:00:36Z	CANGuard: A Spatio-Temporal CNN-GRU-Attention Hybrid Architecture for Intrusion Detection in In-Vehicle CAN Networks	cs.AI;cs.CR	pre_denominator_closure	CANGuard: A Spatio-Temporal CNN-GRU-Attention Hybrid Architecture for Intrusion Detection in In-Vehicle CAN Networks（cs.AI, cs.CR）的公开摘要聚焦于：The Internet of Vehicles (IoV) has become an essential component of smart transportation systems, enabling seamless interaction among vehicles and infrastructure. In recent years, it has played a progressively significant role in enhancing mobility, safety, and transportation efficiency. However, this connectivity introduces severe security vulnerabilities, 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.25764	2026-03-30T00:00:37Z	Confident and Wrong: Silent Semantic Failures in Coding Agents	cs.AI;cs.SE	candidate_denominator	改变长期 AI System 机制、ownership、evaluation contract 或成立边界；进入 exact-v1 Review。
2603.25765	2026-03-30T00:00:38Z	Evaluating Synthetic Images as Effective Substitutes for Experimental Data in Surface Roughness Classification	cond-mat.mtrl-sci;cs.CV	pre_denominator_closure	Evaluating Synthetic Images as Effective Substitutes for Experimental Data in Surface Roughness Classification（cond-mat.mtrl-sci, cs.CV）的公开摘要聚焦于：Hard coatings play a critical role in industry, with ceramic materials offering outstanding hardness and thermal stability for applications that demand superior mechanical performance. However, deploying artificial intelligence (AI) for surface roughness classification is often constrained by the need for large labeled datasets and costly high-resolution ima 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
