arxiv_id	submitted_v1_utc	title	categories	screening_status	screening_reason
2604.15604	2026-04-17T01:08:23Z	Many-Body Amplified Nonclassical Photon Emission in Cavity-Coupled Atomic Arrays	quant-ph	pre_denominator_closure	Many-Body Amplified Nonclassical Photon Emission in Cavity-Coupled Atomic Arrays（quant-ph）研究的是：The generation of high-performance nonclassical light remains a cornerstone of quantum technologies, yet faces a fundamental trade-off between emission purity and brightness.  其公开证据停留在单一领域任务、局部模型改动或任务特定 benchmark，未改变本书长期 AI System 的 state/data/control ownership、可复算 evaluation/release contract 或平台/训练/推理成立边界；若后续 revision 披露跨系统控制面、可迁移机制或修正既有 Books 结论，再重开。
2604.15605	2026-04-17T01:08:50Z	Deterministic multiphoton bundle emission via interference-interaction control	quant-ph;cond-mat.quant-gas	pre_denominator_closure	Deterministic multiphoton bundle emission via interference-interaction control（quant-ph, cond-mat.quant-gas）研究的是：The controlled generation of nonclassical light beyond single photons remains a central challenge in quantum optics, due to the difficulty of enhancing multiphoton processes while suppressing lower-order excitations.  其公开证据停留在单一领域任务、局部模型改动或任务特定 benchmark，未改变本书长期 AI System 的 state/data/control ownership、可复算 evaluation/release contract 或平台/训练/推理成立边界；若后续 revision 披露跨系统控制面、可迁移机制或修正既有 Books 结论，再重开。
2604.15606	2026-04-17T01:08:54Z	Spec2Cov: An Agentic Framework for Code Coverage Closure of Digital Hardware Designs	cs.AR	pre_denominator_closure	Spec2Cov: An Agentic Framework for Code Coverage Closure of Digital Hardware Designs（cs.AR）研究的是：Hardware verification is one of the most challenging stages of the hardware design process, requiring significant time and resources to ensure a design is fully validated and production-ready.  其公开证据停留在单一领域任务、局部模型改动或任务特定 benchmark，未改变本书长期 AI System 的 state/data/control ownership、可复算 evaluation/release contract 或平台/训练/推理成立边界；若后续 revision 披露跨系统控制面、可迁移机制或修正既有 Books 结论，再重开。
2604.15607	2026-04-17T01:10:34Z	Imperfectly Cooperative Human-AI Interactions: Comparing the Impacts of Human and AI Attributes in Simulated and User Studies	cs.CL;cs.AI;cs.CY;cs.HC	pre_denominator_closure	Imperfectly Cooperative Human-AI Interactions: Comparing the Impacts of Human and AI Attributes in Simulated and User Studies（cs.CL, cs.AI）研究的是：AI design characteristics and human personality traits each impact the quality and outcomes of human-AI interactions.  其公开证据停留在单一领域任务、局部模型改动或任务特定 benchmark，未改变本书长期 AI System 的 state/data/control ownership、可复算 evaluation/release contract 或平台/训练/推理成立边界；若后续 revision 披露跨系统控制面、可迁移机制或修正既有 Books 结论，再重开。
2604.15608	2026-04-17T01:12:23Z	Inelastic neutron scattering study on the AFM uniform spin-1/2 chain compound CuSb2O6	cond-mat.str-el	pre_denominator_closure	Inelastic neutron scattering study on the AFM uniform spin-1/2 chain compound CuSb2O6（cond-mat.str-el）研究的是：We carried out inelastic neutron scattering experiments on a powdered sample of the antiferromagnetic (AFM) uniform spin-1/2 chain compound CuSb2O6.The magnetic excitations appear in the energy range of 1.8 to 13 meV at 2.5 K below the AFM transition temperature (TN = 8.7 K).The gap value (1.8 meV) is close to that evaluated from the specific heat (1.51 meV) 其公开证据停留在单一领域任务、局部模型改动或任务特定 benchmark，未改变本书长期 AI System 的 state/data/control ownership、可复算 evaluation/release contract 或平台/训练/推理成立边界；若后续 revision 披露跨系统控制面、可迁移机制或修正既有 Books 结论，再重开。
2604.15609	2026-04-17T01:13:59Z	Adapting in the Dark: Efficient and Stable Test-Time Adaptation for Black-Box Models	cs.LG;cs.CV	pre_denominator_closure	Adapting in the Dark: Efficient and Stable Test-Time Adaptation for Black-Box Models（cs.LG, cs.CV）研究的是：Test-Time Adaptation (TTA) for black-box models accessible only via APIs remains a largely unexplored challenge.  其公开证据停留在单一领域任务、局部模型改动或任务特定 benchmark，未改变本书长期 AI System 的 state/data/control ownership、可复算 evaluation/release contract 或平台/训练/推理成立边界；若后续 revision 披露跨系统控制面、可迁移机制或修正既有 Books 结论，再重开。
2604.15610	2026-04-17T01:18:42Z	Scalable Algorithms with Provable Optimality Bounds for the Multiple Watchman Route Problem	cs.MA	pre_denominator_closure	Scalable Algorithms with Provable Optimality Bounds for the Multiple Watchman Route Problem（cs.MA）研究的是：In this paper, we tackle the Multiple Watchman Route Problem (MWRP), which aims to find a set of paths that M watchmen can follow such that every location on the map can be seen by at least one watchman.  其公开证据停留在单一领域任务、局部模型改动或任务特定 benchmark，未改变本书长期 AI System 的 state/data/control ownership、可复算 evaluation/release contract 或平台/训练/推理成立边界；若后续 revision 披露跨系统控制面、可迁移机制或修正既有 Books 结论，再重开。
2604.15611	2026-04-17T01:34:41Z	CLIMB: Controllable Longitudinal Brain Image Generation using Mamba-based Latent Diffusion Model and Gaussian-aligned Autoencoder	cs.CV;cs.AI	pre_denominator_closure	CLIMB: Controllable Longitudinal Brain Image Generation using Mamba-based Latent Diffusion Model and Gaussian-aligned Autoencoder（cs.CV, cs.AI）研究的是：Latent diffusion models have emerged as powerful generative models in medical imaging, enabling the synthesis of high quality brain magnetic resonance imaging scans.  其公开证据停留在单一领域任务、局部模型改动或任务特定 benchmark，未改变本书长期 AI System 的 state/data/control ownership、可复算 evaluation/release contract 或平台/训练/推理成立边界；若后续 revision 披露跨系统控制面、可迁移机制或修正既有 Books 结论，再重开。
2604.15612	2026-04-17T01:34:46Z	GaussianFlow SLAM: Monocular Gaussian Splatting SLAM Guided by GaussianFlow	cs.RO;cs.CV	pre_denominator_closure	GaussianFlow SLAM: Monocular Gaussian Splatting SLAM Guided by GaussianFlow（cs.RO, cs.CV）研究的是：Gaussian splatting has recently gained traction as a compelling map representation for SLAM systems, enabling dense and photo-realistic scene modeling.  其公开证据停留在单一领域任务、局部模型改动或任务特定 benchmark，未改变本书长期 AI System 的 state/data/control ownership、可复算 evaluation/release contract 或平台/训练/推理成立边界；若后续 revision 披露跨系统控制面、可迁移机制或修正既有 Books 结论，再重开。
2604.15613	2026-04-17T01:41:02Z	VoodooNet: Achieving Analytic Ground States via High-Dimensional Random Projections	cs.LG;cs.AI	pre_denominator_closure	VoodooNet: Achieving Analytic Ground States via High-Dimensional Random Projections（cs.LG, cs.AI）研究的是：We present VoodooNet, a non-iterative neural architecture that replaces the stochastic gradient descent (SGD) paradigm with a closed-form analytic solution via Galactic Expansion.  其公开证据停留在单一领域任务、局部模型改动或任务特定 benchmark，未改变本书长期 AI System 的 state/data/control ownership、可复算 evaluation/release contract 或平台/训练/推理成立边界；若后续 revision 披露跨系统控制面、可迁移机制或修正既有 Books 结论，再重开。
2604.15614	2026-04-17T01:41:52Z	Flexible Empowerment at Reasoning with Extended Best-of-N Sampling	cs.LG	pre_denominator_closure	Flexible Empowerment at Reasoning with Extended Best-of-N Sampling（cs.LG）研究的是：This paper proposes a novel method that incorporates empowerment when reasoning actions in reinforcement learning (RL), thereby achieving the flexibility of exploration-exploitation dilemma (EED).  其公开证据停留在单一领域任务、局部模型改动或任务特定 benchmark，未改变本书长期 AI System 的 state/data/control ownership、可复算 evaluation/release contract 或平台/训练/推理成立边界；若后续 revision 披露跨系统控制面、可迁移机制或修正既有 Books 结论，再重开。
2604.15615	2026-04-17T01:43:48Z	Discovery of unobservable parameters via physical embedding	eess.SP	pre_denominator_closure	Discovery of unobservable parameters via physical embedding（eess.SP）研究的是：Recovering a source signal from indirect measurements often requires estimating latent parameters, such as wireless channel states or MRI coil sensitivities, that cannot be directly observed.  其公开证据停留在单一领域任务、局部模型改动或任务特定 benchmark，未改变本书长期 AI System 的 state/data/control ownership、可复算 evaluation/release contract 或平台/训练/推理成立边界；若后续 revision 披露跨系统控制面、可迁移机制或修正既有 Books 结论，再重开。
2604.15616	2026-04-17T01:44:43Z	Overcoming the Lamb Shift in System-Bath Interaction Models via KMS Detailed Balance: High-Accuracy Thermalization with Time-Bounded Interactions	quant-ph	pre_denominator_closure	Overcoming the Lamb Shift in System-Bath Interaction Models via KMS Detailed Balance: High-Accuracy Thermalization with Time-Bounded Interactions（quant-ph）研究的是：We investigate quantum thermal state preparation algorithms based on system-bath interactions and uncover a surprising phenomenon in the weak-coupling regime.  其公开证据停留在单一领域任务、局部模型改动或任务特定 benchmark，未改变本书长期 AI System 的 state/data/control ownership、可复算 evaluation/release contract 或平台/训练/推理成立边界；若后续 revision 披露跨系统控制面、可迁移机制或修正既有 Books 结论，再重开。
2604.15617	2026-04-17T01:45:54Z	A Structure-Preserving Graph Neural Solver for Parametric Hyperbolic Conservation Laws	physics.comp-ph;cs.LG;math.NA	pre_denominator_closure	A Structure-Preserving Graph Neural Solver for Parametric Hyperbolic Conservation Laws（physics.comp-ph, cs.LG）研究的是：Hyperbolic conservation laws govern a wide range of transport-driven dynamics featuring shocks, contact discontinuities, and complex wave interactions, posing distinct challenges for deep-learning-based surrogate modeling.  其公开证据停留在单一领域任务、局部模型改动或任务特定 benchmark，未改变本书长期 AI System 的 state/data/control ownership、可复算 evaluation/release contract 或平台/训练/推理成立边界；若后续 revision 披露跨系统控制面、可迁移机制或修正既有 Books 结论，再重开。
2604.15618	2026-04-17T01:51:36Z	Majority Voting for Code Generation	cs.LG	pre_denominator_closure	Majority Voting for Code Generation（cs.LG）研究的是：We investigate Functional Majority Voting (FMV), a method based on functional consensus for code generation with Large Language Models, which identifies a representative solution from multiple generations using their runtime execution signatures on test inputs.  其公开证据停留在单一领域任务、局部模型改动或任务特定 benchmark，未改变本书长期 AI System 的 state/data/control ownership、可复算 evaluation/release contract 或平台/训练/推理成立边界；若后续 revision 披露跨系统控制面、可迁移机制或修正既有 Books 结论，再重开。
2604.15619	2026-04-17T01:52:07Z	Factor Graph-Based Shape Estimation for Continuum Robots via Magnus Expansion	cs.RO	pre_denominator_closure	Factor Graph-Based Shape Estimation for Continuum Robots via Magnus Expansion（cs.RO）研究的是：Reconstructing the shape of continuum manipulators from sparse, noisy sensor data is a challenging task, owing to the infinite-dimensional nature of such systems.  其公开证据停留在单一领域任务、局部模型改动或任务特定 benchmark，未改变本书长期 AI System 的 state/data/control ownership、可复算 evaluation/release contract 或平台/训练/推理成立边界；若后续 revision 披露跨系统控制面、可迁移机制或修正既有 Books 结论，再重开。
2604.15620	2026-04-17T01:58:40Z	$PG-NODE^{TB}$: Physics-Guided Neural Ordinary Differential Equations for Tuberculosis Transmission Dynamics	math.DS;math.OC	pre_denominator_closure	$PG-NODE^{TB}$: Physics-Guided Neural Ordinary Differential Equations for Tuberculosis Transmission Dynamics（math.DS, math.OC）研究的是：Tuberculosis (TB) remains a leading global infectious disease, causing approximately 1.3 million deaths and 10.6 million new infections annually.  其公开证据停留在单一领域任务、局部模型改动或任务特定 benchmark，未改变本书长期 AI System 的 state/data/control ownership、可复算 evaluation/release contract 或平台/训练/推理成立边界；若后续 revision 披露跨系统控制面、可迁移机制或修正既有 Books 结论，再重开。
2604.15621	2026-04-17T02:00:52Z	Rethinking the Necessity of Adaptive Retrieval-Augmented Generation through the Lens of Adaptive Listwise Ranking	cs.IR;cs.AI;cs.CL	candidate_denominator	摘要明确改变长期 AI System 机制、ownership、evaluation contract 或设计成立边界；进入 denominator 后读取 exact-v1。
2604.15622	2026-04-17T02:01:33Z	AdaDINO: Context-Adaptive DINO-Distilled Vision Foundation Models for Efficient Open-Vocabulary Edge Inference	cs.CV;cs.LG	pre_denominator_closure	AdaDINO: Context-Adaptive DINO-Distilled Vision Foundation Models for Efficient Open-Vocabulary Edge Inference（cs.CV, cs.LG）研究的是：Always-on contextual AI runs language-aligned vision foundation models (VFMs) on edge devices, where the on-device model is the dominant continuous compute cost under strict latency and power limits.  其公开证据停留在单一领域任务、局部模型改动或任务特定 benchmark，未改变本书长期 AI System 的 state/data/control ownership、可复算 evaluation/release contract 或平台/训练/推理成立边界；若后续 revision 披露跨系统控制面、可迁移机制或修正既有 Books 结论，再重开。
2604.15623	2026-04-17T02:01:36Z	Overmind NSA: A Unified Neuro-Symbolic Computing Architecture with Approximate Nonlinear Activations and Preemptive Memory Bypass	cs.AR	pre_denominator_closure	Overmind NSA: A Unified Neuro-Symbolic Computing Architecture with Approximate Nonlinear Activations and Preemptive Memory Bypass（cs.AR）研究的是：Neuro-symbolic AI is gaining traction in domains such as large language models, scientific discovery, and autonomous systems due to its ability to combine perception with structured reasoning.  其公开证据停留在单一领域任务、局部模型改动或任务特定 benchmark，未改变本书长期 AI System 的 state/data/control ownership、可复算 evaluation/release contract 或平台/训练/推理成立边界；若后续 revision 披露跨系统控制面、可迁移机制或修正既有 Books 结论，再重开。
2604.15624	2026-04-17T02:03:44Z	A Common Lyapunov Matrix Approach to the Exponential Stability of Augmented Primal-Dual Gradient Flow as LPV Systems	eess.SY	pre_denominator_closure	A Common Lyapunov Matrix Approach to the Exponential Stability of Augmented Primal-Dual Gradient Flow as LPV Systems（eess.SY）研究的是：We show that a common Lyapunov matrix exists for the convex combination of two Hurwitz matrices if and only if the intersection of the set of strict Lyapunov matrices for one matrix and the set of non-strict Lyapunov matrices for the other is nonempty.  其公开证据停留在单一领域任务、局部模型改动或任务特定 benchmark，未改变本书长期 AI System 的 state/data/control ownership、可复算 evaluation/release contract 或平台/训练/推理成立边界；若后续 revision 披露跨系统控制面、可迁移机制或修正既有 Books 结论，再重开。
2604.15625	2026-04-17T02:06:55Z	ZORO: Active Rules for Reliable Vibe Coding	cs.HC	pre_denominator_closure	ZORO: Active Rules for Reliable Vibe Coding（cs.HC）研究的是：Rules files (e.g., AGENTSmd, CLAUDEmd) are the primary mechanism for human-agent alignment when developers vibe code.  其公开证据停留在单一领域任务、局部模型改动或任务特定 benchmark，未改变本书长期 AI System 的 state/data/control ownership、可复算 evaluation/release contract 或平台/训练/推理成立边界；若后续 revision 披露跨系统控制面、可迁移机制或修正既有 Books 结论，再重开。
2604.15626	2026-04-17T02:07:10Z	Bridge the Gap between Classical and Quantum Neural Networks with Residual Connections	quant-ph	pre_denominator_closure	Bridge the Gap between Classical and Quantum Neural Networks with Residual Connections（quant-ph）研究的是：We introduce a Hybrid Quantum Residual Network (HQRN) and establish an exact functional correspondence between its state evolution and the dynamics of classical networks with residual connections.  其公开证据停留在单一领域任务、局部模型改动或任务特定 benchmark，未改变本书长期 AI System 的 state/data/control ownership、可复算 evaluation/release contract 或平台/训练/推理成立边界；若后续 revision 披露跨系统控制面、可迁移机制或修正既有 Books 结论，再重开。
2604.15627	2026-04-17T02:08:52Z	A note on the Burnside problem for homeomorphism groups of manifolds	math.GT;math.GR	pre_denominator_closure	A note on the Burnside problem for homeomorphism groups of manifolds（math.GT, math.GR）研究的是：This note studies the Burnside problem for homeomorphism groups of compact connected manifolds.  其公开证据停留在单一领域任务、局部模型改动或任务特定 benchmark，未改变本书长期 AI System 的 state/data/control ownership、可复算 evaluation/release contract 或平台/训练/推理成立边界；若后续 revision 披露跨系统控制面、可迁移机制或修正既有 Books 结论，再重开。
2604.15628	2026-04-17T02:09:26Z	SIMMER: Cross-Modal Food Image--Recipe Retrieval via MLLM-Based Embedding	cs.CV;cs.CL;cs.IR;cs.LG;cs.MM	pre_denominator_closure	SIMMER: Cross-Modal Food Image--Recipe Retrieval via MLLM-Based Embedding（cs.CV, cs.CL）研究的是：Cross-modal retrieval between food images and recipe texts is an important task with applications in nutritional management, dietary logging, and cooking assistance.  其公开证据停留在单一领域任务、局部模型改动或任务特定 benchmark，未改变本书长期 AI System 的 state/data/control ownership、可复算 evaluation/release contract 或平台/训练/推理成立边界；若后续 revision 披露跨系统控制面、可迁移机制或修正既有 Books 结论，再重开。
