arxiv_id	first_public_date	title	candidate_state	screening_reason	owner_node	review_status	books_disposition
2604.10397	2026-04-12	Rethinking Video Human-Object Interaction: Set Prediction over Time for Unified Detection and Anticipation	pre-denominator closure	`Rethinking Video Human-Object Interaction: Set Prediction over Time for Unified Detection and Anticipation` 的机制为：To address these issues, we introduce DETAnt-HOI, a temporally corrected benchmark derived from VidHOI and Action Genome for more faithful multi-horizon evaluation, and HOI-DA, a pair-centric framework that jointly performs subject-object localization, present HOI detection, and future anticipation by modeling future interactions as residual transitions from current pair states.；证据线索为：In addition, sparse keyframe annotations in current benchmarks can temporally misalign nominal future labels from actual future dynamics, reducing the reliability of anticipation evaluation.。排除边界：其主要贡献是任务切片、数据集或测量结果，未改变 evaluator identity、可复算证据对象或 release gate；不进入长期 Candidate Denominator。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.10398	2026-04-12	Estimating heterogeneous treatment effects with survival outcomes via a deep survival learner	pre-denominator closure	`Estimating heterogeneous treatment effects with survival outcomes via a deep survival learner` 的机制为：We propose a deep survival learner (DSL) for estimating heterogeneous treatment effects with right-censored outcomes.；证据线索为：We show that joint estimation can leverage temporal structure to control estimation error without incurring much additional approximation cost under smoothness conditions, leading to improved stability relative to separate estimation.。排除边界：其增量依赖领域数据、标签与工作流，未迁移为通用 AI System 的长期状态、控制或发布责任；不进入长期 Candidate Denominator。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.10399	2026-04-12	Vanilla Object Orientation (VOO): A Value-Semantics Approach to Classes in Tcl	pre-denominator closure	`Vanilla Object Orientation (VOO): A Value-Semantics Approach to Classes in Tcl` 的机制为：I present Vanilla Object Orientation (VOO), a framework that composes classes from Tcl's native data structures -- lists and dictionaries -- rather than introducing additional framework infrastructure.；证据线索为：Benchmarks on Tcl 8.6.13 and Tcl 9.0 show VOO achieves 7--18x faster object creation and 4--6x superior memory efficiency compared to TclOO.。排除边界：其主要贡献是任务切片、数据集或测量结果，未改变 evaluator identity、可复算证据对象或 release gate；不进入长期 Candidate Denominator。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.10401	2026-04-12	NameBERT: Scaling Name-Based Nationality Classification with LLM-Augmented Open Academic Data	pre-denominator closure	`NameBERT: Scaling Name-Based Nationality Classification with LLM-Augmented Open Academic Data` 的机制为：However, existing name-based nationality classifiers are typically trained on relatively small or source-specific labeled datasets, which can introduce coverage gaps and limit performance for underrepresented countries.；证据线索为：While large language models (LLMs) demonstrate strong zero-shot performance for name-based nationality prediction, their computational cost and latency make them impractical for real-time, large-scale deployment.。排除边界：其增量依赖领域数据、标签与工作流，未迁移为通用 AI System 的长期状态、控制或发布责任；不进入长期 Candidate Denominator。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.10403	2026-04-12	Latent Instruction Representation Alignment: defending against jailbreaks, backdoors and undesired knowledge in LLMs	pre-denominator closure	`Latent Instruction Representation Alignment: defending against jailbreaks, backdoors and undesired knowledge in LLMs` 的机制为：We address jailbreaks, backdoors, and unlearning for large language models (LLMs).；证据线索为：Our method, Latent Instruction Representation Alignment (LIRA), greatly improves generalization.。排除边界：其训练技巧未重新分配 dataset/objective/checkpoint/runtime ownership，也未改变旧训练路径的适用边界；不进入长期 Candidate Denominator。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.10404	2026-04-12	Sense Less, Infer More: Agentic Multimodal Transformers for Edge Medical Intelligence	pre-denominator closure	`Sense Less, Infer More: Agentic Multimodal Transformers for Edge Medical Intelligence` 的机制为：Continuous acquisition of ECG, PPG, EMG, and IMU streams rapidly drains wearable batteries, often limiting operation to under 10 hours, while existing systems overlook the high temporal redundancy present in physiological signals.；证据线索为：Across MHEALTH, HMC Sleep, and WESAD datasets, it reduces sensor usage by 48.8% while improving state-of-the-art accuracy by 1.9% on average.。排除边界：其增量依赖领域数据、标签与工作流，未迁移为通用 AI System 的长期状态、控制或发布责任；不进入长期 Candidate Denominator。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.10409	2026-04-12	IMPACT: A Dataset for Multi-Granularity Human Procedural Action Understanding in Industrial Assembly	pre-denominator closure	`IMPACT: A Dataset for Multi-Granularity Human Procedural Action Understanding in Industrial Assembly` 的机制为：We introduce IMPACT, a synchronized five-view RGB-D dataset for deployment-oriented industrial procedural understanding, built around real assembly and disassembly of a commercial angle grinder with professional-grade tools.；证据线索为：The full dataset, annotations, and evaluation code are available at https://github.com/Kratos-Wen/IMPACT.。排除边界：其主要贡献是任务切片、数据集或测量结果，未改变 evaluator identity、可复算证据对象或 release gate；不进入长期 Candidate Denominator。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.10410	2026-04-12	CWCD: Category-Wise Contrastive Decoding for Structured Medical Report Generation	pre-denominator closure	`CWCD: Category-Wise Contrastive Decoding for Structured Medical Report Generation` 的机制为：To mitigate these limitations, we propose Category-Wise Contrastive Decoding (CWCD), a novel and modular framework designed to enhance structured radiology report generation (SRRG).；证据线索为：Experimental results demonstrate that CWCD consistently outperforms baseline methods across both clinical efficacy and natural language generation metrics.。排除边界：其增量依赖领域数据、标签与工作流，未迁移为通用 AI System 的长期状态、控制或发布责任；不进入长期 Candidate Denominator。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.10411	2026-04-12	CIR: Lightweight Container Image for Cross-Platform Deployment	pre-denominator closure	`CIR: Lightweight Container Image for Cross-Platform Deployment` 的机制为：However, this approach forces developers to build and maintain separate images for each target deployment platform.；证据线索为：In our evaluation, CIR reduces deployment time by 40-60% compared with pre-built images, outperforming state-of-the-art systems such as Docker, Buildah, and Apptainer.。排除边界：其主要贡献是任务切片、数据集或测量结果，未改变 evaluator identity、可复算证据对象或 release gate；不进入长期 Candidate Denominator。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.10412	2026-04-12	Orthogonal machine learning for conditional odds and risk ratios	pre-denominator closure	`Orthogonal machine learning for conditional odds and risk ratios` 的机制为：In this work we review existing methods and propose novel ones, focusing on the odds ratio (OR) and the risk ratio (RR).；证据线索为：We derive orthogonal risk functions for the OR and RR and show that the associated pseudo-outcomes satisfy second-order conditional-mean remainder properties analogous to the ATE case.。排除边界：其停留在 Agent 局部能力或任务配方，未建立新的 authority、durable state、side-effect commit 或 rollback contract；不进入长期 Candidate Denominator。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
