arxiv_id	submitted_v1_utc	title	categories	screening_status	screening_reason
2603.26667	2026-03-31T00:00:05Z	M-RAG: Semantic Key-Value Indexing for Retrieval-Augmented Generation	cs.AI;cs.IR	pre_denominator_closure	M-RAG: Semantic Key-Value Indexing for Retrieval-Augmented Generation（cs.AI, cs.IR）的公开摘要聚焦于：Retrieval-augmented generation (RAG) turns external documents into evidence for large language models. In practice, this is also a data access problem: a system must decide what to index, what to retrieve, and what evidence to place in the context under a token budget. Most RAG pipelines use text chunks for both lookup and generation. This couples two differ 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.26668	2026-03-31T00:00:07Z	Bridge-RAG: An Abstract Bridge Tree Based Retrieval Augmented Generation Algorithm	cs.AI;cs.CL;cs.IR	pre_denominator_closure	Bridge-RAG: An Abstract Bridge Tree Based Retrieval Augmented Generation Algorithm（cs.AI, cs.CL）的公开摘要聚焦于：As an important paradigm for enhancing the generation quality of Large Language Models (LLMs), retrieval-augmented generation (RAG) faces the two challenges regarding retrieval accuracy and computational efficiency. This paper presents a novel RAG framework called Bridge-RAG. To overcome the accuracy challenge, we introduce the concept of abstract to bridge 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.26669	2026-03-31T00:00:09Z	ReCQR: Incorporating conversational query rewriting to improve Multimodal Image Retrieval	cs.AI;cs.IR;cs.LG	pre_denominator_closure	ReCQR: Incorporating conversational query rewriting to improve Multimodal Image Retrieval（cs.AI, cs.IR）的公开摘要聚焦于：With the rise of multimodal learning, image retrieval plays a crucial role in connecting visual information with natural language queries. Existing image retrievers struggle with processing long texts and handling unclear user expressions. To address these issues, we introduce the conversational query rewriting (CQR) task into the image retrieval domain and 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.26670	2026-03-31T00:00:10Z	SRAG: RAG with Structured Data Improves Vector Retrieval	cs.CL;cs.IR	pre_denominator_closure	SRAG: RAG with Structured Data Improves Vector Retrieval（cs.CL, cs.IR）的公开摘要聚焦于：Retrieval Augmented Generation (RAG) provides the necessary informational grounding to LLMs in the form of chunks retrieved from a vector database or through web search. RAG could also use knowledge graph triples as a means of providing factual information to an LLM. However, the retrieval is only based on representational similarity between a question and t 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.26671	2026-03-31T00:00:12Z	Mitigating Forgetting in Continual Learning with Selective Gradient Projection	cs.LG;math.OC	pre_denominator_closure	Mitigating Forgetting in Continual Learning with Selective Gradient Projection（cs.LG, math.OC）的公开摘要聚焦于：As neural networks are increasingly deployed in dynamic environments, they face the challenge of catastrophic forgetting, the tendency to overwrite previously learned knowledge when adapting to new tasks, resulting in severe performance degradation on earlier tasks. We propose Selective Forgetting-Aware Optimization (SFAO), a dynamic method that regulates gr 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.26673	2026-03-31T00:00:15Z	Can AI be a Teaching Partner? Evaluating ChatGPT, Gemini, and DeepSeek across Three Teaching Strategies	cs.AI;cs.CY	pre_denominator_closure	Can AI be a Teaching Partner? Evaluating ChatGPT, Gemini, and DeepSeek across Three Teaching Strategies（cs.AI, cs.CY）的公开摘要聚焦于：There are growing promises that Large Language Models (LLMs) can support students' learning by providing explanations, feedback, and guidance. However, despite their rapid adoption and widespread attention, there is still limited empirical evidence regarding the pedagogical skills of LLMs. This article presents a comparative study of popular LLMs, namely, Ch 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.26674	2026-03-31T00:00:17Z	Co-designing a Social Robot for Newcomer Children's Cultural and Language Learning	cs.CY;cs.HC;cs.RO	pre_denominator_closure	Co-designing a Social Robot for Newcomer Children's Cultural and Language Learning（cs.CY, cs.HC）的公开摘要聚焦于：Newcomer children face barriers in acquiring the host country's language and literacy programs are often constrained by limited staffing, mixed-proficiency cohorts, and short contact time. While Socially Assistive Robots (SARs) show promise in education, their use in these socio-emotionally sensitive settings remains underexplored. This research presents a c 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.26675	2026-03-31T00:00:18Z	GeoBlock: Inferring Block Granularity from Dependency Geometry in Diffusion Language Models	cs.CL;cs.LG	pre_denominator_closure	GeoBlock: Inferring Block Granularity from Dependency Geometry in Diffusion Language Models（cs.CL, cs.LG）的公开摘要聚焦于：Block diffusion enables efficient parallel refinement in diffusion language models, but its decoding behavior depends critically on block size. Existing block-sizing strategies rely on fixed rules or heuristic signals and do not account for the dependency geometry that determines which tokens can be safely refined together. This motivates a geometry view of 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.26676	2026-03-31T00:00:20Z	Evaluating Human-AI Safety: A Framework for Measuring Harmful Capability Uplift	cs.AI;cs.CY;cs.HC	pre_denominator_closure	Evaluating Human-AI Safety: A Framework for Measuring Harmful Capability Uplift（cs.AI, cs.CY）的公开摘要聚焦于：Current frontier AI safety evaluations emphasize static benchmarks, third-party annotations, and red-teaming. In this position paper, we argue that AI safety research should focus on human-centered evaluations that measure harmful capability uplift: the marginal increase in a user's ability to cause harm with a frontier model beyond what conventional tools a 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.26678	2026-03-31T00:00:22Z	Power Couple? AI Growth and Renewable Energy Investment	cs.AI;cs.CY;econ.TH	pre_denominator_closure	Power Couple? AI Growth and Renewable Energy Investment（cs.AI, cs.CY）的公开摘要聚焦于：Artificial intelligence (AI) and renewable energy are increasingly being described as a \mbox{``power couple,''} based on the idea that rapid growth in AI will spur clean-energy investment. Yet growing AI demand could also deepen reliance on fossil power. We study when each outcome arises in a game in which renewable-capacity investment and AI scaling intera 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
