arxiv_id	submitted_v1_utc	title	categories	screening_status	screening_reason
2604.13378	2026-04-15T01:02:42Z	Revisiting the Constant Stepsize Stochastic Approximation with Decision-Dependent Markovian Noise	math.OC	pre_denominator_closure	Revisiting the Constant Stepsize Stochastic Approximation with Decision-Dependent Markovian Noise（math.OC）研究的是：We revisit the convergence analysis of constant stepsize stochastic approximation (SA) with decision-dependent Markovian noise, with a focus on characterizing the stationary bias against the root of the mean-field equation.  其公开证据停留在单一领域任务、局部模型改动或任务特定 benchmark，未改变本书长期 AI System 的 state/data/control ownership、可复算 evaluation/release contract 或平台/训练/推理成立边界；若后续 revision 披露跨系统控制面、可迁移机制或修正既有 Books 结论，再重开。
2604.13379	2026-04-15T01:03:19Z	Topological routing in Chern insulators	physics.optics;cond-mat.other	pre_denominator_closure	Topological routing in Chern insulators（physics.optics, cond-mat.other）研究的是：Chern insulator systems are realizable in numerous physical systems and can support robust nonreciprocal transmission of energy.  其公开证据停留在单一领域任务、局部模型改动或任务特定 benchmark，未改变本书长期 AI System 的 state/data/control ownership、可复算 evaluation/release contract 或平台/训练/推理成立边界；若后续 revision 披露跨系统控制面、可迁移机制或修正既有 Books 结论，再重开。
2604.13380	2026-04-15T01:09:49Z	Does the TalkMoves Codebook Generalize to One-on-One Tutoring and Multimodal Interaction?	cs.HC	pre_denominator_closure	Does the TalkMoves Codebook Generalize to One-on-One Tutoring and Multimodal Interaction?（cs.HC）研究的是：Accountable Talk theory has been widely adopted to analyze classroom discourse and is increasingly used to annotate tutoring interactions.  其公开证据停留在单一领域任务、局部模型改动或任务特定 benchmark，未改变本书长期 AI System 的 state/data/control ownership、可复算 evaluation/release contract 或平台/训练/推理成立边界；若后续 revision 披露跨系统控制面、可迁移机制或修正既有 Books 结论，再重开。
2604.13381	2026-04-15T01:10:23Z	Young people's perceptions and recommendations for conversational generative artificial intelligence in youth mental health	cs.HC;cs.AI	pre_denominator_closure	Young people's perceptions and recommendations for conversational generative artificial intelligence in youth mental health（cs.HC, cs.AI）研究的是：Conversational generative artificial intelligence agents (or genAI chatbots) could benefit youth mental health, yet young people's perspectives remain underexplored.  其公开证据停留在单一领域任务、局部模型改动或任务特定 benchmark，未改变本书长期 AI System 的 state/data/control ownership、可复算 evaluation/release contract 或平台/训练/推理成立边界；若后续 revision 披露跨系统控制面、可迁移机制或修正既有 Books 结论，再重开。
2604.13382	2026-04-15T01:12:24Z	Dynamics of wavepackets and entanglement in many-body kicked rotors under quantum resonance	quant-ph;cond-mat.other;nlin.CD;nlin.SI	pre_denominator_closure	Dynamics of wavepackets and entanglement in many-body kicked rotors under quantum resonance（quant-ph, cond-mat.other）研究的是：We investigate a many-body interacting system of quantum kicked rotors, where each rotor resides in its respective quantum resonance.  其公开证据停留在单一领域任务、局部模型改动或任务特定 benchmark，未改变本书长期 AI System 的 state/data/control ownership、可复算 evaluation/release contract 或平台/训练/推理成立边界；若后续 revision 披露跨系统控制面、可迁移机制或修正既有 Books 结论，再重开。
2604.13383	2026-04-15T01:13:18Z	UniBlendNet: Unified Global, Multi-Scale, and Region-Adaptive Modeling for Ambient Lighting Normalization	cs.CV	pre_denominator_closure	UniBlendNet: Unified Global, Multi-Scale, and Region-Adaptive Modeling for Ambient Lighting Normalization（cs.CV）研究的是：Ambient Lighting Normalization (ALN) aims to restore images degraded by complex, spatially varying illumination conditions.  其公开证据停留在单一领域任务、局部模型改动或任务特定 benchmark，未改变本书长期 AI System 的 state/data/control ownership、可复算 evaluation/release contract 或平台/训练/推理成立边界；若后续 revision 披露跨系统控制面、可迁移机制或修正既有 Books 结论，再重开。
2604.13384	2026-04-15T01:14:59Z	Agentic Open RAN: A Deterministic and Auditable Framework for Intent-Driven Radio Control	cs.NI	candidate_denominator	摘要明确改变长期 AI System 机制、ownership、evaluation contract 或设计成立边界；进入 denominator 后读取 exact-v1。
2604.13385	2026-04-15T01:16:01Z	On the Use of Evolutionary Optimization for the Dynamic Chance Constrained Open-Pit Mine Scheduling Problem	cs.NE;cs.AI	pre_denominator_closure	On the Use of Evolutionary Optimization for the Dynamic Chance Constrained Open-Pit Mine Scheduling Problem（cs.NE, cs.AI）研究的是：Open-pit mine scheduling is a complex real world optimization problem that involves uncertain economic values and dynamically changing resource capacities.  其公开证据停留在单一领域任务、局部模型改动或任务特定 benchmark，未改变本书长期 AI System 的 state/data/control ownership、可复算 evaluation/release contract 或平台/训练/推理成立边界；若后续 revision 披露跨系统控制面、可迁移机制或修正既有 Books 结论，再重开。
2604.13386	2026-04-15T01:21:52Z	Linear Probe Accuracy Scales with Model Size and Benefits from Multi-Layer Ensembling	cs.LG	pre_denominator_closure	"Linear Probe Accuracy Scales with Model Size and Benefits from Multi-Layer Ensembling（cs.LG）研究的是：Linear probes can detect when language models produce outputs they ""know"" are wrong, a capability relevant to both deception and reward hacking.  其公开证据停留在单一领域任务、局部模型改动或任务特定 benchmark，未改变本书长期 AI System 的 state/data/control ownership、可复算 evaluation/release contract 或平台/训练/推理成立边界；若后续 revision 披露跨系统控制面、可迁移机制或修正既有 Books 结论，再重开。"
2604.13387	2026-04-15T01:24:06Z	Multiradial Schramm-Loewner evolution: Infinite-time large deviations and transience	math.PR;math-ph	pre_denominator_closure	Multiradial Schramm-Loewner evolution: Infinite-time large deviations and transience（math.PR, math-ph）研究的是：In previous work [AHP24], we proved a finite-time large deviation principle in the Hausdorff metric for multiradial Schramm-Loewner evolution, SLE$(κ)$, as $κ\to 0$, with good rate function being the multiradial Loewner energy.  其公开证据停留在单一领域任务、局部模型改动或任务特定 benchmark，未改变本书长期 AI System 的 state/data/control ownership、可复算 evaluation/release contract 或平台/训练/推理成立边界；若后续 revision 披露跨系统控制面、可迁移机制或修正既有 Books 结论，再重开。
2604.13388	2026-04-15T01:38:10Z	Convergence of the Iterates of the Stochastic Proximal Gradient Method	math.OC	pre_denominator_closure	Convergence of the Iterates of the Stochastic Proximal Gradient Method（math.OC）研究的是：We propose a novel study of the stochastic proximal gradient method for minimizing the sum of two convex functions, one of which is smooth.  其公开证据停留在单一领域任务、局部模型改动或任务特定 benchmark，未改变本书长期 AI System 的 state/data/control ownership、可复算 evaluation/release contract 或平台/训练/推理成立边界；若后续 revision 披露跨系统控制面、可迁移机制或修正既有 Books 结论，再重开。
2604.13389	2026-04-15T01:38:41Z	RoTE: Coarse-to-Fine Multi-Level Rotary Time Embedding for Sequential Recommendation	cs.IR	pre_denominator_closure	RoTE: Coarse-to-Fine Multi-Level Rotary Time Embedding for Sequential Recommendation（cs.IR）研究的是：Sequential recommendation models have been widely adopted for modeling user behavior.  其公开证据停留在单一领域任务、局部模型改动或任务特定 benchmark，未改变本书长期 AI System 的 state/data/control ownership、可复算 evaluation/release contract 或平台/训练/推理成立边界；若后续 revision 披露跨系统控制面、可迁移机制或修正既有 Books 结论，再重开。
