arxiv_id	first_public_date	title	candidate_state	screening_reason	owner_node	review_status	books_disposition
2604.03533	2026-04-04	Automated Analysis of Global AI Safety Initiatives: A Taxonomy-Driven LLM Approach	pre-denominator closure	逐项 title+abstract 复核确认：Automated Analysis of Global AI Safety Initiatives: A Taxonomy-Driven LLM Approach 的具体问题/方法是“We present an automated crosswalk framework that compares an AI safety policy document pair under a shared taxonomy of activities. ”。当前公开范围仍是任务特定方法、单领域应用或局部 benchmark 增量，没有改变可迁移的 AI System state/data/control ownership、evaluation/release contract 或 Books 既有成立边界；若后续 exact revision 披露跨 workload 控制面、系统级 failure/fallback 或修正现有 owner 结论，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.03537	2026-04-04	Rethinking Token Prediction: Tree-Structured Diffusion Language Model	pre-denominator closure	逐项 title+abstract 复核确认：Rethinking Token Prediction: Tree-Structured Diffusion Language Model 的具体问题/方法是“Discrete diffusion language models have emerged as a competitive alternative to auto-regressive language models, but training them efficiently under limited parameter and memory budgets remains challenging. ”。当前公开范围仍是任务特定方法、单领域应用或局部 benchmark 增量，没有改变可迁移的 AI System state/data/control ownership、evaluation/release contract 或 Books 既有成立边界；若后续 exact revision 披露跨 workload 控制面、系统级 failure/fallback 或修正现有 owner 结论，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.03539	2026-04-04	CB-VER: A Stable Foundation for Modular Control Plane Verification	retained	Network operators are often interested in verifying \emph{eventually-stable properties} of network control planes: properties of control plane states that hold eventually, and hold forever thereafter, provided the operating environment remains unchanged.  改变 `PLATFORM-EVALUATION-SYSTEM` 的长期机制、state/control ownership 或 evaluation contract；fresh-context reviewer 已以 exact-v1 复核。	PLATFORM-EVALUATION-SYSTEM	deep_complete	Integrate
2604.03540	2026-04-04	Drift-Based Policy Optimization: Native One-Step Policy Learning for Online Robot Control	pre-denominator closure	逐项 title+abstract 复核确认：Drift-Based Policy Optimization: Native One-Step Policy Learning for Online Robot Control 的具体问题/方法是“Although multi-step generative policies achieve strong performance in robotic manipulation by modeling multimodal action distributions, they require multi-step iterative denoising at inference time. ”。当前公开范围仍是任务特定方法、单领域应用或局部 benchmark 增量，没有改变可迁移的 AI System state/data/control ownership、evaluation/release contract 或 Books 既有成立边界；若后续 exact revision 披露跨 workload 控制面、系统级 failure/fallback 或修正现有 owner 结论，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.03541	2026-04-04	Choosing the Right Regularizer for Applied ML: Simulation Benchmarks of Popular Scikit-learn Regularization Frameworks	pre-denominator closure	逐项 title+abstract 复核确认：Choosing the Right Regularizer for Applied ML: Simulation Benchmarks of Popular Scikit-learn Regularization Frameworks 的具体问题/方法是“This study surveys the historical development of regularization, tracing its evolution from stepwise regression in the 1960s to recent advancements in formal error control, structured penalties for non-independent features, Bayesian methods, and l0-based regularization (among other techniques). ”。当前公开范围仍是任务特定方法、单领域应用或局部 benchmark 增量，没有改变可迁移的 AI System state/data/control ownership、evaluation/release contract 或 Books 既有成立边界；若后续 exact revision 披露跨 workload 控制面、系统级 failure/fallback 或修正现有 owner 结论，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.03551	2026-04-04	AgenticFlict: A Large-Scale Dataset of Merge Conflicts in AI Coding Agent Pull Requests on GitHub	pre-denominator closure	fresh-context challenge 后确认：AgenticFlict: A Large-Scale Dataset of Merge Conflicts in AI Coding Agent Pull Requests on GitHub 的具体问题/方法是“Software Engineering 3.0 marks a paradigm shift in software development, in which AI coding agents are no longer just assistive tools but active contributors. ”。当前公开范围仍是任务特定方法、单领域应用或局部 benchmark 增量，没有改变可迁移的 AI System state/data/control ownership、evaluation/release contract 或 Books 既有成立边界；若后续 exact revision 披露跨 workload 控制面、系统级 failure/fallback 或修正现有 owner 结论，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.03552	2026-04-04	CRAFT: Video Diffusion for Bimanual Robot Data Generation	pre-denominator closure	逐项 title+abstract 复核确认：CRAFT: Video Diffusion for Bimanual Robot Data Generation 的具体问题/方法是“Bimanual robot learning from demonstrations is fundamentally limited by the cost and narrow visual diversity of real-world data, which constrains policy robustness across viewpoints, object configurations, and embodiments. ”。当前公开范围仍是任务特定方法、单领域应用或局部 benchmark 增量，没有改变可迁移的 AI System state/data/control ownership、evaluation/release contract 或 Books 既有成立边界；若后续 exact revision 披露跨 workload 控制面、系统级 failure/fallback 或修正现有 owner 结论，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.03553	2026-04-04	Chronos: The AI Co-Historian	pre-denominator closure	逐项 title+abstract 复核确认：Chronos: The AI Co-Historian 的具体问题/方法是“AI is increasingly supporting, accelerating, and automating scientific discovery across subjects. ”。当前公开范围仍是任务特定方法、单领域应用或局部 benchmark 增量，没有改变可迁移的 AI System state/data/control ownership、evaluation/release contract 或 Books 既有成立边界；若后续 exact revision 披露跨 workload 控制面、系统级 failure/fallback 或修正现有 owner 结论，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.04967	2026-04-04	Belief Dynamics for Detecting Behavioral Shifts in Safe Collaborative Manipulation	pre-denominator closure	逐项 title+abstract 复核确认：Belief Dynamics for Detecting Behavioral Shifts in Safe Collaborative Manipulation 的具体问题/方法是“Robots operating in shared workspaces must maintain safe coordination with other agents whose behavior may change during task execution. ”。当前公开范围仍是任务特定方法、单领域应用或局部 benchmark 增量，没有改变可迁移的 AI System state/data/control ownership、evaluation/release contract 或 Books 既有成立边界；若后续 exact revision 披露跨 workload 控制面、系统级 failure/fallback 或修正现有 owner 结论，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.03555	2026-04-04	HEDGE: Heterogeneous Ensemble for Detection of AI-GEnerated Images in the Wild	pre-denominator closure	逐项 title+abstract 复核确认：HEDGE: Heterogeneous Ensemble for Detection of AI-GEnerated Images in the Wild 的具体问题/方法是“Robust detection of AI-generated images in the wild remains challenging due to the rapid evolution of generative models and varied real-world distortions. ”。当前公开范围仍是任务特定方法、单领域应用或局部 benchmark 增量，没有改变可迁移的 AI System state/data/control ownership、evaluation/release contract 或 Books 既有成立边界；若后续 exact revision 披露跨 workload 控制面、系统级 failure/fallback 或修正现有 owner 结论，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
