arxiv_id	submitted_v1_utc	title	categories	screening_status	screening_reason
2603.11049	2026-03-13T00:00:04Z	Comparison of Outlier Detection Algorithms on String Data	cs.LG	pre_denominator_closure	Comparison of Outlier Detection Algorithms on String Data（cs.LG）的公开摘要聚焦于：Outlier detection is a well-researched and crucial problem in machine learning. However, there is little research on string data outlier detection, as most literature focuses on outlier detection of numerical data. A robust string data outlier detection algorithm could assist with data cleaning or anomaly detection in system log files. In this thesis, we com 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.11051	2026-03-13T00:00:09Z	OpenSanctions Pairs: Large-Scale Entity Matching with LLMs	cs.AI;cs.CL;cs.IR;cs.LG	pre_denominator_closure	OpenSanctions Pairs: Large-Scale Entity Matching with LLMs（cs.AI, cs.CL）的公开摘要聚焦于：We release OpenSanctions Pairs, the first large-scale public benchmark for entity matching on sanctions and OSINT data. The dataset includes 755,540 expert-labeled pairs over 1 million entities, aggregated from 293 source datasets across 45 jurisdictions. It captures real-world diversity in compliance data, spanning multiple languages and writing systems (e. 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.11052	2026-03-13T00:00:10Z	Structure-Aware Epistemic Uncertainty Quantification for Neural Operator PDE Surrogates	cs.AI;cs.LG	pre_denominator_closure	Structure-Aware Epistemic Uncertainty Quantification for Neural Operator PDE Surrogates（cs.AI, cs.LG）的公开摘要聚焦于：Neural operators (NOs) provide fast, resolution-invariant surrogates for mapping input fields to PDE solution fields, but their predictions can exhibit significant epistemic uncertainty due to finite data, imperfect optimization, and distribution shift. For practical deployment in scientific computing, uncertainty quantification (UQ) must be both computation 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.11053	2026-03-13T00:00:14Z	Speculative Decoding Scaling Laws (SDSL): Throughput Optimization Made Simple	cs.CL;cs.IT;cs.LG	candidate_denominator	改变长期 AI System 机制、ownership、evaluation contract 或成立边界；进入 exact-v1 Review。
2603.11054	2026-03-13T00:00:16Z	A Survey on Quantitative Modeling of Trust in Online Social Networks	cs.AI;cs.CR;cs.CY;cs.GT;cs.SI	pre_denominator_closure	A Survey on Quantitative Modeling of Trust in Online Social Networks（cs.AI, cs.CR）的公开摘要聚焦于：Online social networks facilitate user engagement and information sharing but are also rife with misinformation and deception. Research on trust modeling in online social networks focuses on developing computational models or algorithms to measure trust relationships, assess the reliability of shared content, and detect spam or malicious activities. However, 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.11055	2026-03-13T00:00:17Z	AIS-Based Maritime GNSS RFI Monitoring With Multi-Vessel Coherence and Communication-Integrity Artifact Mitigation	cs.CR;eess.SP	pre_denominator_closure	AIS-Based Maritime GNSS RFI Monitoring With Multi-Vessel Coherence and Communication-Integrity Artifact Mitigation（cs.CR, eess.SP）的公开摘要聚焦于：Global Navigation Satellite System (GNSS) radio-frequency interference (RFI), including spoofing and jamming, threatens maritime positioning, navigation, and timing. Automatic Identification System (AIS) reports provide GNSS-derived vessel positions, offering an opportunistic wide-area monitoring source; however, raw AIS streams contain communication-integri 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.11061	2026-03-13T00:00:26Z	Hybrid Quantum-Classical Encoding for Accurate Residue-Level pKa Prediction	cs.AI;cs.NE;physics.chem-ph	pre_denominator_closure	Hybrid Quantum-Classical Encoding for Accurate Residue-Level pKa Prediction（cs.AI, cs.NE）的公开摘要聚焦于：Accurate prediction of residue-level pKa values is essential for understanding protein function, stability, and reactivity. While existing resources such as DeepKaDB and CpHMD-derived datasets provide valuable training data, their descriptors remain primarily classical and often struggle to generalize across diverse biochemical environments. We introduce a r 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.11066	2026-03-13T00:00:33Z	Exploring Collatz Dynamics with Human-LLM Collaboration	cs.AI;cs.HC;math.DS	pre_denominator_closure	Exploring Collatz Dynamics with Human-LLM Collaboration（cs.AI, cs.HC）的公开摘要聚焦于：We present a comprehensive structural analysis of the Collatz conjecture through ~1014 computational experiments yielding 630 formal results. By systematically deploying 29 distinct mathematical paradigms--including transfer operator spectral theory, S-unit equations, p-adic interpolation, martingale methods, modular sieving, formal language theory, cascade 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.11067	2026-03-13T00:00:34Z	Summarize Before You Speak with ARACH: A Training-Free Inference-Time Plug-In for Enhancing LLMs via Global Attention Reallocation	cs.AI;cs.CL	pre_denominator_closure	Summarize Before You Speak with ARACH: A Training-Free Inference-Time Plug-In for Enhancing LLMs via Global Attention Reallocation（cs.AI, cs.CL）的公开摘要聚焦于：Large language models (LLMs) achieve remarkable performance, yet further gains often require costly training. This has motivated growing interest in post-training techniques-especially training-free approaches that improve models at inference time without updating weights. Most training-free methods treat the model as a black box and improve outputs via inpu 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.11068	2026-03-13T00:00:35Z	From Phase Prediction to Phase Design: A ReAct Agent Framework for High-Entropy Alloy Discovery	cond-mat.mtrl-sci;cs.AI	pre_denominator_closure	From Phase Prediction to Phase Design: A ReAct Agent Framework for High-Entropy Alloy Discovery（cond-mat.mtrl-sci, cs.AI）的公开摘要聚焦于：Discovering high-entropy alloy (HEA) compositions that reliably form a target crystal phase is a high-dimensional inverse design problem that conventional trial-and-error experimentation and forward-only machine learning models cannot efficiently solve. Here we present a ReAct (Reasoning + Acting) LLM agent that autonomously proposes, validates, and iterativ 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.11071	2026-03-13T00:00:46Z	TinyNav: End-to-End TinyML for Real-Time Autonomous Navigation on Microcontrollers	cs.CV;cs.LG;cs.RO	pre_denominator_closure	TinyNav: End-to-End TinyML for Real-Time Autonomous Navigation on Microcontrollers（cs.CV, cs.LG）的公开摘要聚焦于：Autonomous navigation typically relies on power-intensive processors, limiting accessibility in low-cost robotics. Although microcontrollers offer a resource-efficient alternative, they impose strict constraints on model complexity. We present TinyNav, an end-to-end TinyML system for real-time autonomous navigation on an ESP32 microcontroller. A custom-train 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
