arxiv_id	first_public_date	title	candidate_state	screening_reason	owner_node	review_status	books_disposition
2604.04334	2026-04-06	Boosted Distributional Reinforcement Learning: Analysis and Healthcare Applications	pre-denominator closure	逐项 title+abstract 复核确认：Boosted Distributional Reinforcement Learning: Analysis and Healthcare Applications 的具体问题/方法是“Researchers and practitioners are increasingly considering reinforcement learning to optimize decisions in complex domains like robotics and healthcare. ”。当前公开范围仍是任务特定方法、单领域应用或局部 benchmark 增量，没有改变可迁移的 AI System state/data/control ownership、evaluation/release contract 或 Books 既有成立边界；若后续 exact revision 披露跨 workload 控制面、系统级 failure/fallback 或修正现有 owner 结论，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.04335	2026-04-06	GENSERVE: Efficient Co-Serving of Heterogeneous Diffusion Model Workloads	retained	Diffusion models have emerged as the prevailing approach for text-to-image (T2I) and text-to-video (T2V) generation, yet production platforms must increasingly serve both modalities on shared GPU clusters while meeting stringent latency SLOs.  改变 `TRAIN-DISTRIBUTED-TRAINING` 的长期机制、state/control ownership 或 evaluation contract；fresh-context reviewer 已以 exact-v1 复核。	TRAIN-DISTRIBUTED-TRAINING	deep_complete	Integrate
2604.04339	2026-04-06	Thermodynamic-Inspired Explainable GeoAI: Uncovering Regime-Dependent Mechanisms in Heterogeneous Spatial Systems	pre-denominator closure	逐项 title+abstract 复核确认：Thermodynamic-Inspired Explainable GeoAI: Uncovering Regime-Dependent Mechanisms in Heterogeneous Spatial Systems 的具体问题/方法是“Modeling spatial heterogeneity and associated critical transitions remains a fundamental challenge in geography and environmental science. ”。当前公开范围仍是任务特定方法、单领域应用或局部 benchmark 增量，没有改变可迁移的 AI System state/data/control ownership、evaluation/release contract 或 Books 既有成立边界；若后续 exact revision 披露跨 workload 控制面、系统级 failure/fallback 或修正现有 owner 结论，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.04341	2026-04-06	Implementing surrogate goals for safer bargaining in LLM-based agents	pre-denominator closure	逐项 title+abstract 复核确认：Implementing surrogate goals for safer bargaining in LLM-based agents 的具体问题/方法是“Surrogate goals have been proposed as a strategy for reducing risks from bargaining failures. ”。当前公开范围仍是任务特定方法、单领域应用或局部 benchmark 增量，没有改变可迁移的 AI System state/data/control ownership、evaluation/release contract 或 Books 既有成立边界；若后续 exact revision 披露跨 workload 控制面、系统级 failure/fallback 或修正现有 owner 结论，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.04342	2026-04-06	Generative models for decision-making under distributional shift	pre-denominator closure	逐项 title+abstract 复核确认：Generative models for decision-making under distributional shift 的具体问题/方法是“Many data-driven decision problems are formulated using a nominal distribution estimated from historical data, while performance is ultimately determined by a deployment distribution that may be shifted, context-dependent, partially observed, or stress-induced. ”。当前公开范围仍是任务特定方法、单领域应用或局部 benchmark 增量，没有改变可迁移的 AI System state/data/control ownership、evaluation/release contract 或 Books 既有成立边界；若后续 exact revision 披露跨 workload 控制面、系统级 failure/fallback 或修正现有 owner 结论，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.04343	2026-04-06	Deep Kuratowski Embedding Neural Networks for Wasserstein Metric Learning	pre-denominator closure	逐项 title+abstract 复核确认：Deep Kuratowski Embedding Neural Networks for Wasserstein Metric Learning 的具体问题/方法是“Computing pairwise Wasserstein distances is a fundamental bottleneck in data analysis pipelines. ”。当前公开范围仍是任务特定方法、单领域应用或局部 benchmark 增量，没有改变可迁移的 AI System state/data/control ownership、evaluation/release contract 或 Books 既有成立边界；若后续 exact revision 披露跨 workload 控制面、系统级 failure/fallback 或修正现有 owner 结论，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.04344	2026-04-06	Domain-Contextualized Inference: A Computable Graph Architecture for Explicit-Domain Reasoning	pre-denominator closure	逐项 title+abstract 复核确认：Domain-Contextualized Inference: A Computable Graph Architecture for Explicit-Domain Reasoning 的具体问题/方法是“We establish a computation-substrate-agnostic inference architecture in which domain is an explicit first-class computational parameter. ”。当前公开范围仍是任务特定方法、单领域应用或局部 benchmark 增量，没有改变可迁移的 AI System state/data/control ownership、evaluation/release contract 或 Books 既有成立边界；若后续 exact revision 披露跨 workload 控制面、系统级 failure/fallback 或修正现有 owner 结论，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.04345	2026-04-06	Trace-Guided Synthesis of Effectful Test Generators	pre-denominator closure	逐项 title+abstract 复核确认：Trace-Guided Synthesis of Effectful Test Generators 的具体问题/方法是“Several recently proposed program logics have incorporated notions of underapproximation into their design, enabling them to reason about reachability rather than safety. ”。当前公开范围仍是任务特定方法、单领域应用或局部 benchmark 增量，没有改变可迁移的 AI System state/data/control ownership、evaluation/release contract 或 Books 既有成立边界；若后续 exact revision 披露跨 workload 控制面、系统级 failure/fallback 或修正现有 owner 结论，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.04347	2026-04-06	RoboPhD: Evolving Diverse Complex Agents Under Tight Evaluation Budgets	retained	2026 has brought an explosion of interest in LLM-guided evolution of agentic artifacts, with systems like GEPA and Autoresearch demonstrating that LLMs can iteratively improve prompts, code, and agent architectures across diverse domains.  改变 `PLATFORM-EVALUATION-SYSTEM` 的长期机制、state/control ownership 或 evaluation contract；fresh-context reviewer 已以 exact-v1 复核。	PLATFORM-EVALUATION-SYSTEM	deep_complete	No Change — Existing Coverage
2604.04348	2026-04-06	OmniSonic: Towards Universal and Holistic Audio Generation from Video and Text	pre-denominator closure	逐项 title+abstract 复核确认：OmniSonic: Towards Universal and Holistic Audio Generation from Video and Text 的具体问题/方法是“In this paper, we propose Universal Holistic Audio Generation (UniHAGen), a task for synthesizing comprehensive auditory scenes that include both on-screen and off-screen sounds across diverse domains (e.g., ambient events, musical instruments, and human speech). ”。当前公开范围仍是任务特定方法、单领域应用或局部 benchmark 增量，没有改变可迁移的 AI System state/data/control ownership、evaluation/release contract 或 Books 既有成立边界；若后续 exact revision 披露跨 workload 控制面、系统级 failure/fallback 或修正现有 owner 结论，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
