arxiv_id	first_public_date	title	candidate_state	screening_reason	owner_node	review_status	books_disposition
2604.00352	2026-04-01	Deep Learning-Accelerated Surrogate Optimization for High-Dimensional Well Control in Stress-Sensitive Reservoirs	pre-denominator closure	逐项 title+abstract 复核确认：Deep Learning-Accelerated Surrogate Optimization for High-Dimensional Well Control in Stress-Sensitive Reservoirs 的具体问题/方法是“Production optimization in stress-sensitive unconventional reservoirs is governed by a nonlinear trade-off between pressure-driven flow and stress-induced degradation of fracture conductivity and matrix permeability. ”。当前公开范围仍是任务特定方法、单领域应用或局部 benchmark 增量，没有改变可迁移的 AI System state/data/control ownership、evaluation/release contract 或 Books 既有成立边界；若后续 exact revision 披露跨 workload 控制面、系统级 failure/fallback 或修正现有 owner 结论，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.00356	2026-04-01	Signals: Trajectory Sampling and Triage for Agentic Interactions	retained	Agentic applications based on large language models increasingly rely on multi-step interaction loops involving planning, action execution, and environment feedback.  改变 `PLATFORM-EVALUATION-SYSTEM` 的长期机制、state/control ownership 或 evaluation contract；fresh-context reviewer 已以 exact-v1 复核。	PLATFORM-EVALUATION-SYSTEM	deep_complete	Integrate
2604.00359	2026-04-01	AI-assisted Human-in-the-Loop Web Platform for Structural Characterization in Hard drive design	pre-denominator closure	逐项 title+abstract 复核确认：AI-assisted Human-in-the-Loop Web Platform for Structural Characterization in Hard drive design 的具体问题/方法是“Scanning transmission electron microscopy (STEM) has become a cornerstone instrument for semiconductor materials metrology, enabling nanoscale analysis of complex multilayer structures that define device performance. ”。当前公开范围仍是任务特定方法、单领域应用或局部 benchmark 增量，没有改变可迁移的 AI System state/data/control ownership、evaluation/release contract 或 Books 既有成立边界；若后续 exact revision 披露跨 workload 控制面、系统级 failure/fallback 或修正现有 owner 结论，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.00360	2026-04-01	VADMamba++: Efficient Video Anomaly Detection via Hybrid Modeling in Grayscale Space	pre-denominator closure	逐项 title+abstract 复核确认：VADMamba++: Efficient Video Anomaly Detection via Hybrid Modeling in Grayscale Space 的具体问题/方法是“VADMamba pioneered the introduction of Mamba to Video Anomaly Detection (VAD), achieving high accuracy and fast inference through hybrid proxy tasks. ”。当前公开范围仍是任务特定方法、单领域应用或局部 benchmark 增量，没有改变可迁移的 AI System state/data/control ownership、evaluation/release contract 或 Books 既有成立边界；若后续 exact revision 披露跨 workload 控制面、系统级 failure/fallback 或修正现有 owner 结论，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.00362	2026-04-01	In harmony with gpt-oss	pre-denominator closure	逐项 title+abstract 复核确认：In harmony with gpt-oss 的具体问题/方法是“No one has independently reproduced OpenAI's published scores for gpt-oss-20b with tools, because the original paper discloses neither the tools nor the agent harness. ”。当前公开范围仍是任务特定方法、单领域应用或局部 benchmark 增量，没有改变可迁移的 AI System state/data/control ownership、evaluation/release contract 或 Books 既有成立边界；若后续 exact revision 披露跨 workload 控制面、系统级 failure/fallback 或修正现有 owner 结论，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.00363	2026-04-01	A Dual-Stream Transformer Architecture for Illumination-Invariant TIR-LiDAR Person Tracking	pre-denominator closure	逐项 title+abstract 复核确认：A Dual-Stream Transformer Architecture for Illumination-Invariant TIR-LiDAR Person Tracking 的具体问题/方法是“Robust person tracking is a critical capability for autonomous mobile robots operating in diverse and unpredictable environments. ”。当前公开范围仍是任务特定方法、单领域应用或局部 benchmark 增量，没有改变可迁移的 AI System state/data/control ownership、evaluation/release contract 或 Books 既有成立边界；若后续 exact revision 披露跨 workload 控制面、系统级 failure/fallback 或修正现有 owner 结论，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.00364	2026-04-01	Implicit Primal-Dual Interior-Point Methods for Quadratic Programming	pre-denominator closure	逐项 title+abstract 复核确认：Implicit Primal-Dual Interior-Point Methods for Quadratic Programming 的具体问题/方法是“This paper introduces a new method for solving quadratic programs using primal-dual interior-point methods. ”。当前公开范围仍是任务特定方法、单领域应用或局部 benchmark 增量，没有改变可迁移的 AI System state/data/control ownership、evaluation/release contract 或 Books 既有成立边界；若后续 exact revision 披露跨 workload 控制面、系统级 failure/fallback 或修正现有 owner 结论，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.00368	2026-04-01	TENT: A Declarative Slice Spraying Engine for Performant and Resilient Data Movement in Disaggregated LLM Serving	retained	Modern GPU clusters rely on complex, heterogeneous interconnects.  改变 `PLATFORM-TRACE` 的长期机制、state/control ownership 或 evaluation contract；fresh-context reviewer 已以 exact-v1 复核。	PLATFORM-TRACE	deep_complete	Integrate
2604.00371	2026-04-01	Neural Reconstruction of LiDAR Point Clouds under Jamming Attacks via Full-Waveform Representation and Simultaneous Laser Sensing	pre-denominator closure	逐项 title+abstract 复核确认：Neural Reconstruction of LiDAR Point Clouds under Jamming Attacks via Full-Waveform Representation and Simultaneous Laser Sensing 的具体问题/方法是“LiDAR sensors are critical for autonomous driving perception, yet remain vulnerable to spoofing attacks. ”。当前公开范围仍是任务特定方法、单领域应用或局部 benchmark 增量，没有改变可迁移的 AI System state/data/control ownership、evaluation/release contract 或 Books 既有成立边界；若后续 exact revision 披露跨 workload 控制面、系统级 failure/fallback 或修正现有 owner 结论，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.03314	2026-04-01	CoLA: Cross-Modal Low-rank Adaptation for Multimodal Downstream Tasks	pre-denominator closure	逐项 title+abstract 复核确认：CoLA: Cross-Modal Low-rank Adaptation for Multimodal Downstream Tasks 的具体问题/方法是“Foundation models have revolutionized AI, but adapting them efficiently for multimodal tasks, particularly in dual-stream architectures composed of unimodal encoders, such as DINO and BERT, remains a significant challenge. ”。当前公开范围仍是任务特定方法、单领域应用或局部 benchmark 增量，没有改变可迁移的 AI System state/data/control ownership、evaluation/release contract 或 Books 既有成立边界；若后续 exact revision 披露跨 workload 控制面、系统级 failure/fallback 或修正现有 owner 结论，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
