arxiv_id	submitted_v1_utc	title	categories	screening_status	screening_reason
2603.16872	2026-03-19T00:00:04Z	Trust, Safety, and Accuracy: Assessing LLMs for Routine Maternity Advice	cs.CL;cs.CY	pre_denominator_closure	Trust, Safety, and Accuracy: Assessing LLMs for Routine Maternity Advice（cs.CL, cs.CY）的公开摘要聚焦于：Access to reliable maternal healthcare information is a major challenge in rural India due to limited medical resources and infrastructure. With over 830 million internet users and nearly half of rural women online, digital tools offer new opportunities for health education. This study evaluates large language models (LLMs) like ChatGPT-4o, Perplexity AI, an 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.16873	2026-03-19T00:00:07Z	The Truth, the Whole Truth, and Nothing but the Truth: Automatic Visualization Evaluation from Reconstruction Quality	cs.CV;cs.HC	pre_denominator_closure	The Truth, the Whole Truth, and Nothing but the Truth: Automatic Visualization Evaluation from Reconstruction Quality（cs.CV, cs.HC）的公开摘要聚焦于：Recent advances in AI enable the automatic generation of visualizations directly from textual prompts using agentic workflows. However, visualizations produced via one-shot generative methods often suffer from insufficient quality, typically requiring a human in the loop to refine the outputs. Human evaluation, though effective, is costly and impractical at 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.16874	2026-03-19T00:00:11Z	Disclosure By Design: Identity Transparency as a Behavioural Property of Conversational AI Models	cs.AI;cs.HC	pre_denominator_closure	Disclosure By Design: Identity Transparency as a Behavioural Property of Conversational AI Models（cs.AI, cs.HC）的公开摘要聚焦于：As conversational AI systems become more realistic and widely deployed, users are increasingly uncertain about whether they are interacting with a human or an AI system. When AI identity is unclear, users may unwittingly share sensitive information, place unwarranted trust in AI-generated advice, or fall victim to AI-enabled fraud. More broadly, a persistent 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.16875	2026-03-19T00:00:13Z	Attention Guidance through Video Script: A Case Study of Object Focusing on 360° VR Video Tours	cs.AI;cs.HC	pre_denominator_closure	Attention Guidance through Video Script: A Case Study of Object Focusing on 360° VR Video Tours（cs.AI, cs.HC）的公开摘要聚焦于：Within the expansive domain of virtual reality (VR), 360° VR videos immerse viewers in a spherical environment, allowing them to explore and interact with the virtual world from all angles. While this video representation offers unparalleled levels of immersion, it often lacks effective methods to guide viewers' attention toward specific elements within the 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.16876	2026-03-19T00:00:15Z	Multi-Modal Multi-Agent Reinforcement Learning for Radiology Report Generation	cs.AI;cs.CV;cs.LG	pre_denominator_closure	Multi-Modal Multi-Agent Reinforcement Learning for Radiology Report Generation（cs.AI, cs.CV）的公开摘要聚焦于：We propose MARL-Rad, a multi-modal multi-agent reinforcement learning framework for radiology report generation that trains the entire agentic system on policy within its deployed radiology workflow. MARL-Rad addresses the limitation of post-hoc agentization, where fixed LLMs are organized into hand-designed agentic workflows without being optimized for thei 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.16877	2026-03-19T00:00:18Z	Enhancing Financial Report Question-Answering: A Retrieval-Augmented Generation System with Reranking Analysis	cs.CL	pre_denominator_closure	Enhancing Financial Report Question-Answering: A Retrieval-Augmented Generation System with Reranking Analysis（cs.CL）的公开摘要聚焦于：Financial analysts face significant challenges extracting information from lengthy 10-K reports, which often exceed 100 pages. This paper presents a Retrieval-Augmented Generation (RAG) system designed to answer questions about S&P 500 financial reports and evaluates the impact of neural reranking on system performance. Our pipeline employs hybrid search com 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.16878	2026-03-19T00:00:19Z	A foundation model for electrodermal activity data	cs.AI;cs.LG;eess.SP	pre_denominator_closure	A foundation model for electrodermal activity data（cs.AI, cs.LG）的公开摘要聚焦于：Foundation models have recently extended beyond natural language and vision to timeseries domains, including physiological signals. However, progress in electrodermal activity (EDA) modeling is hindered by the absence of large-scale, curated, and openly accessible datasets. EDA reflects sympathetic nervous system activity and is widely used to infer cognitiv 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.16879	2026-03-19T00:00:21Z	PowerModelsGAT-AI: Physics-Informed Graph Attention for Multi-System Power Flow with Continual Learning	cs.AI;cs.LG;eess.SY	pre_denominator_closure	PowerModelsGAT-AI: Physics-Informed Graph Attention for Multi-System Power Flow with Continual Learning（cs.AI, cs.LG）的公开摘要聚焦于：Solving the alternating current power flow equations in real time is essential for secure grid operation, yet classical Newton-Raphson solvers can be slow under stressed conditions. Existing graph neural networks for power flow are typically trained on a single system and often degrade on different systems. We present PowerModelsGAT-AI, a physics-informed gr 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.16880	2026-03-19T00:00:25Z	NeuroNarrator: A Generalist EEG-to-Text Foundation Model for Clinical Interpretation via Spectro-Spatial Grounding and Temporal State-Space Reasoning	cs.CL;cs.LG;eess.SP;q-bio.NC	pre_denominator_closure	NeuroNarrator: A Generalist EEG-to-Text Foundation Model for Clinical Interpretation via Spectro-Spatial Grounding and Temporal State-Space Reasoning（cs.CL, cs.LG）的公开摘要聚焦于：Electroencephalography (EEG) provides a non-invasive window into neural dynamics at high temporal resolution and plays a pivotal role in clinical neuroscience research. Despite this potential, prevailing computational approaches to EEG analysis remain largely confined to task-specific classification objectives or coarse-grained pattern recognition, offering 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.16881	2026-03-19T00:00:28Z	Federated Multi Agent Deep Learning and Neural Networks for Advanced Distributed Sensing in Wireless Networks	cs.LG	pre_denominator_closure	Federated Multi Agent Deep Learning and Neural Networks for Advanced Distributed Sensing in Wireless Networks（cs.LG）的公开摘要聚焦于：Multi-agent deep learning (MADL), including multi-agent deep reinforcement learning (MADRL), distributed/federated training, and graph-structured neural networks, is becoming a unifying framework for decision-making and inference in wireless systems where sensing, communication, and computing are tightly coupled. Recent 5G-Advanced and 6G visions strengthen 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.16882	2026-03-19T00:00:29Z	The Port-Hamiltonian Structure of Vehicle Manipulator Systems	cs.RO;eess.SY;math.DG	pre_denominator_closure	The Port-Hamiltonian Structure of Vehicle Manipulator Systems（cs.RO, eess.SY）的公开摘要聚焦于：This paper presents a port-Hamiltonian formulation of vehicle-manipulator systems (VMS), a broad class of robotic systems including aerial manipulators, underwater manipulators, space robots, and omnidirectional mobile manipulators. Unlike existing Lagrangian formulations that obscure the underlying energetic structure, the proposed port-Hamiltonian formulat 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.16883	2026-03-19T00:00:31Z	Tokenization vs. Augmentation: A Systematic Study of Writer Variance in IMU-Based Online Handwriting Recognition	cs.CL;cs.CV;cs.LG;eess.SP	pre_denominator_closure	Tokenization vs. Augmentation: A Systematic Study of Writer Variance in IMU-Based Online Handwriting Recognition（cs.CL, cs.CV）的公开摘要聚焦于：Inertial measurement unit-based online handwriting recognition enables the recognition of input signals collected across different writing surfaces but remains challenged by uneven character distributions and inter-writer variability. In this work, we systematically investigate two strategies to address these issues: subword tokenization and concatenation-ba 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.16885	2026-03-19T00:00:33Z	DECODE: Dual-Enhanced Conditioned Diffusion for EEG Forecasting	cs.CL;cs.HC;cs.LG;eess.SP	pre_denominator_closure	DECODE: Dual-Enhanced Conditioned Diffusion for EEG Forecasting（cs.CL, cs.HC）的公开摘要聚焦于：Forecasting Electroncephalography (EEG) signals during cognitive events remains a fundamental challenge in neuroscience and Brain-Computer Interfaces (BCIs), as existing methods struggle to capture both the stochastic nature of neural dynamics and the semantic context of behavioral tasks. We present the Dual-Enhanced COnditioned Diffusion (DECODE) for EEG, a 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
