arxiv_id	submitted_v1_utc	title	categories	screening_status	screening_reason
2604.18950	2026-04-21T01:00:22Z	Very Long Baseline Interferometry Search for Nuclear Radio Continuum Emission in the Barred Spiral Galaxy NGC 7479	astro-ph.GA	pre_denominator_closure	Very Long Baseline Interferometry Search for Nuclear Radio Continuum Emission in the Barred Spiral Galaxy NGC 7479（astro-ph.GA）研究的是：We have obtained very high angular resolution (a few milliarcseconds or sub-parsec scale) Very Long Baseline Array (VLBA) and European Very Long Baseline Interferometry (VLBI) Network (EVN) radio continuum images of the nucleus in the barred spiral galaxy NGC 7479, to search for possible nuclear emission on parsec scales.  其公开证据停留在单一领域任务、局部模型改动或任务特定 benchmark，未改变本书长期 AI System 的 state/data/control ownership、可复算 evaluation/release contract 或平台/训练/推理成立边界；若后续 revision 披露跨系统控制面、可迁移机制或修正既有 Books 结论，再重开。
2604.18951	2026-04-21T01:02:16Z	Superficial Success vs. Internal Breakdown: An Empirical Study of Generalization in Adaptive Multi-Agent Systems	cs.MA;cs.CL	pre_denominator_closure	Superficial Success vs. Internal Breakdown: An Empirical Study of Generalization in Adaptive Multi-Agent Systems（cs.MA, cs.CL）研究的是：Adaptive multi-agent systems (MAS) are increasingly adopted to tackle complex problems.  其公开证据停留在单一领域任务、局部模型改动或任务特定 benchmark，未改变本书长期 AI System 的 state/data/control ownership、可复算 evaluation/release contract 或平台/训练/推理成立边界；若后续 revision 披露跨系统控制面、可迁移机制或修正既有 Books 结论，再重开。
2604.18952	2026-04-21T01:03:18Z	Asymptotic Stability of Hartree--Fock Homogenous Equilibria in $\mathbb{R}^d$	math.AP;math-ph	pre_denominator_closure	Asymptotic Stability of Hartree--Fock Homogenous Equilibria in $\mathbb{R}^d$（math.AP, math-ph）研究的是：In this paper, we establish nonlinear Landau damping and asymptotic stability of a large class of translation-invariant steady solutions to the time-dependent Hartree--Fock equations in the presence of an {\em off-diagonal exchange operator}, which arises naturally in the meanfield theory of a large fermionic system, in the whole space $\mathbb{R}^d$, $d\ge  其公开证据停留在单一领域任务、局部模型改动或任务特定 benchmark，未改变本书长期 AI System 的 state/data/control ownership、可复算 evaluation/release contract 或平台/训练/推理成立边界；若后续 revision 披露跨系统控制面、可迁移机制或修正既有 Books 结论，再重开。
2604.18953	2026-04-21T01:04:26Z	FlowForge: A Staged Local Rollout Engine for Flow-Field Prediction	cs.LG	pre_denominator_closure	FlowForge: A Staged Local Rollout Engine for Flow-Field Prediction（cs.LG）研究的是：Deep learning surrogates for CFD flow-field prediction often rely on large, complex models, which can be slow and fragile when data are noisy or incomplete.  其公开证据停留在单一领域任务、局部模型改动或任务特定 benchmark，未改变本书长期 AI System 的 state/data/control ownership、可复算 evaluation/release contract 或平台/训练/推理成立边界；若后续 revision 披露跨系统控制面、可迁移机制或修正既有 Books 结论，再重开。
2604.18954	2026-04-21T01:05:17Z	Classification of Rational Functions of Degree Three over Finite Fields	math.NT	pre_denominator_closure	Classification of Rational Functions of Degree Three over Finite Fields（math.NT）研究的是：We study rational functions over finite fields under PGL-equivalence.  其公开证据停留在单一领域任务、局部模型改动或任务特定 benchmark，未改变本书长期 AI System 的 state/data/control ownership、可复算 evaluation/release contract 或平台/训练/推理成立边界；若后续 revision 披露跨系统控制面、可迁移机制或修正既有 Books 结论，再重开。
2604.18955	2026-04-21T01:05:52Z	Assessing Capabilities of Large Language Models in Social Media Analytics: A Multi-task Quest	cs.CL;cs.AI;cs.SI	pre_denominator_closure	Assessing Capabilities of Large Language Models in Social Media Analytics: A Multi-task Quest（cs.CL, cs.AI）研究的是：In this study, we present the first comprehensive evaluation of modern LLMs - including GPT-4, GPT-4o, GPT-3.5-Turbo, Gemini 1.5 Pro, DeepSeek-V3, Llama 3.2, and BERT - across three core social media analytics tasks on a Twitter (X) dataset: (I) Social Media Authorship Verification, (II) Social Media Post Generation, and (III) User Attribute Inference.  其公开证据停留在单一领域任务、局部模型改动或任务特定 benchmark，未改变本书长期 AI System 的 state/data/control ownership、可复算 evaluation/release contract 或平台/训练/推理成立边界；若后续 revision 披露跨系统控制面、可迁移机制或修正既有 Books 结论，再重开。
2604.18956	2026-04-21T01:07:27Z	Lecture notes on non-elliptic Fredholm theory	math.AP;math-ph	pre_denominator_closure	Lecture notes on non-elliptic Fredholm theory（math.AP, math-ph）研究的是：These are lecture notes from the Austral Winter School on Microlocal Analysis and Non-elliptic Fredholm Theory, held at the Australian National University, Canberra, June 30 -- July 11, 2025. 其公开证据停留在单一领域任务、局部模型改动或任务特定 benchmark，未改变本书长期 AI System 的 state/data/control ownership、可复算 evaluation/release contract 或平台/训练/推理成立边界；若后续 revision 披露跨系统控制面、可迁移机制或修正既有 Books 结论，再重开。
2604.18957	2026-04-21T01:13:03Z	Bridging Foundation Models and ASTM Metallurgical Standards for Automated Grain Size Estimation from Microscopy Images	cs.CV	pre_denominator_closure	Bridging Foundation Models and ASTM Metallurgical Standards for Automated Grain Size Estimation from Microscopy Images（cs.CV）研究的是：Extracting standardized metallurgical metrics from microscopy images remains challenging due to complex grain morphology and the data demands of supervised segmentation.  其公开证据停留在单一领域任务、局部模型改动或任务特定 benchmark，未改变本书长期 AI System 的 state/data/control ownership、可复算 evaluation/release contract 或平台/训练/推理成立边界；若后续 revision 披露跨系统控制面、可迁移机制或修正既有 Books 结论，再重开。
2604.18958	2026-04-21T01:14:38Z	Change-of-Rings Theorems for the Small Finitistic Dimension	math.AC;math.RA	pre_denominator_closure	Change-of-Rings Theorems for the Small Finitistic Dimension（math.AC, math.RA）研究的是：In this paper, we study the small finitistic dimension of a commutative ring from the viewpoint of finitistic flat homological algebra.  其公开证据停留在单一领域任务、局部模型改动或任务特定 benchmark，未改变本书长期 AI System 的 state/data/control ownership、可复算 evaluation/release contract 或平台/训练/推理成立边界；若后续 revision 披露跨系统控制面、可迁移机制或修正既有 Books 结论，再重开。
2604.18959	2026-04-21T01:15:38Z	Physical and Augmented Reality based Playful Activities for Refresher Training of ASHA Workers in India	cs.HC;cs.CY	pre_denominator_closure	Physical and Augmented Reality based Playful Activities for Refresher Training of ASHA Workers in India（cs.HC, cs.CY）研究的是：Recent health surveys in India highlight the alarming child malnutrition levels and lower rates of complete child immunization in many parts of India.  其公开证据停留在单一领域任务、局部模型改动或任务特定 benchmark，未改变本书长期 AI System 的 state/data/control ownership、可复算 evaluation/release contract 或平台/训练/推理成立边界；若后续 revision 披露跨系统控制面、可迁移机制或修正既有 Books 结论，再重开。
2604.18960	2026-04-21T01:18:37Z	Entanglement dynamics of delocalized interacting particles	quant-ph	pre_denominator_closure	Entanglement dynamics of delocalized interacting particles（quant-ph）研究的是：Quantum entanglement in systems of identical particles is often obscured by the interplay between exchange-induced correlations and the operational framework used to define entanglement.  其公开证据停留在单一领域任务、局部模型改动或任务特定 benchmark，未改变本书长期 AI System 的 state/data/control ownership、可复算 evaluation/release contract 或平台/训练/推理成立边界；若后续 revision 披露跨系统控制面、可迁移机制或修正既有 Books 结论，再重开。
2604.18961	2026-04-21T01:19:11Z	AI-Enabled Image-Based Hybrid Vision/Force Control of Tendon-Driven Aerial Continuum Manipulators	cs.RO;cs.CV	pre_denominator_closure	AI-Enabled Image-Based Hybrid Vision/Force Control of Tendon-Driven Aerial Continuum Manipulators（cs.RO, cs.CV）研究的是：This paper presents an AI-enabled cascaded hybrid vision/force control framework for tendon-driven aerial continuum manipulators based on constant-strain modeling in $SE(3)$ as a coupled system.  其公开证据停留在单一领域任务、局部模型改动或任务特定 benchmark，未改变本书长期 AI System 的 state/data/control ownership、可复算 evaluation/release contract 或平台/训练/推理成立边界；若后续 revision 披露跨系统控制面、可迁移机制或修正既有 Books 结论，再重开。
2604.18962	2026-04-21T01:21:42Z	AngstromPro: A software platform for STM data management, visualization and analysis	cond-mat.supr-con	pre_denominator_closure	AngstromPro: A software platform for STM data management, visualization and analysis（cond-mat.supr-con）研究的是：Modern scanning tunneling microscopy (STM) experiments increasingly generate multidimensional datasets that require coordinated data management, visualization, and analysis.  其公开证据停留在单一领域任务、局部模型改动或任务特定 benchmark，未改变本书长期 AI System 的 state/data/control ownership、可复算 evaluation/release contract 或平台/训练/推理成立边界；若后续 revision 披露跨系统控制面、可迁移机制或修正既有 Books 结论，再重开。
2604.18963	2026-04-21T01:22:35Z	Distillation Traps and Guards: A Calibration Knob for LLM Distillability	cs.LG;cs.AI	pre_denominator_closure	Distillation Traps and Guards: A Calibration Knob for LLM Distillability（cs.LG, cs.AI）研究的是：Knowledge distillation (KD) transfers capabilities from large language models (LLMs) to smaller students, yet it can fail unpredictably and also underpins model leakage risks.  其公开证据停留在单一领域任务、局部模型改动或任务特定 benchmark，未改变本书长期 AI System 的 state/data/control ownership、可复算 evaluation/release contract 或平台/训练/推理成立边界；若后续 revision 披露跨系统控制面、可迁移机制或修正既有 Books 结论，再重开。
2604.18964	2026-04-21T01:28:32Z	DW-Bench: Benchmarking LLMs on Data Warehouse Graph Topology Reasoning	cs.AI;cs.DB	pre_denominator_closure	DW-Bench: Benchmarking LLMs on Data Warehouse Graph Topology Reasoning（cs.AI, cs.DB）研究的是：This paper introduces DW-Bench, a new benchmark that evaluates large language models (LLMs) on graph-topology reasoning over data warehouse schemas, explicitly integrating both foreign-key (FK) and data-lineage edges.  其公开证据停留在单一领域任务、局部模型改动或任务特定 benchmark，未改变本书长期 AI System 的 state/data/control ownership、可复算 evaluation/release contract 或平台/训练/推理成立边界；若后续 revision 披露跨系统控制面、可迁移机制或修正既有 Books 结论，再重开。
2604.18965	2026-04-21T01:28:44Z	Transformer Architecture with Minimal Inference Latency for Multi-Modal Wireless Networks	eess.SY	pre_denominator_closure	Transformer Architecture with Minimal Inference Latency for Multi-Modal Wireless Networks（eess.SY）研究的是：Next-generation wireless networks are expected to leverage multi-modal data sources to execute various wireless communication tasks such as beamforming and blockage prediction with situational-awareness.  其公开证据停留在单一领域任务、局部模型改动或任务特定 benchmark，未改变本书长期 AI System 的 state/data/control ownership、可复算 evaluation/release contract 或平台/训练/推理成立边界；若后续 revision 披露跨系统控制面、可迁移机制或修正既有 Books 结论，再重开。
2604.18966	2026-04-21T01:29:52Z	Self-Improving Tabular Language Models via Iterative Reward-Guided Post-Training	cs.LG;cs.AI	pre_denominator_closure	Self-Improving Tabular Language Models via Iterative Reward-Guided Post-Training（cs.LG, cs.AI）研究的是：Tabular language models can generate synthetic tables by modeling rows as token sequences, but they are typically trained once with supervised fine-tuning and then used as static synthesizers.  其公开证据停留在单一领域任务、局部模型改动或任务特定 benchmark，未改变本书长期 AI System 的 state/data/control ownership、可复算 evaluation/release contract 或平台/训练/推理成立边界；若后续 revision 披露跨系统控制面、可迁移机制或修正既有 Books 结论，再重开。
