arxiv_id	first_public_date	title	candidate_state	screening_reason	owner_node	review_status	books_disposition
2604.10882	2026-04-13	DIB-OD: Preserving the Invariant Core for Robust Heterogeneous Graph Adaptation via Decoupled Information Bottleneck and Online Distillation	pre-denominator closure	`DIB-OD: Preserving the Invariant Core for Robust Heterogeneous Graph Adaptation via Decoupled Information Bottleneck and Online Distillation` 的机制为：We propose DIB-OD, a heterogeneous graph adaptation framework that combines a Decoupled Information Bottleneck with Online Distillation.；证据线索为：Experiments on seven graph-classification datasets spanning chemical, biological, and social-network domains show consistent improvements over representative baselines, particularly under challenging cross-type transfer.。排除边界：其主要贡献是任务切片、数据集或测量结果，未改变 evaluator identity、可复算证据对象或 release gate；不进入长期 Candidate Denominator。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.10884	2026-04-13	Ambiguity Detection and Elimination in Automated Executable Process Modeling	pre-denominator closure	`Ambiguity Detection and Elimination in Automated Executable Process Modeling` 的机制为：We present a diagnosis-driven framework that detects behavioral inconsistency from the empirical distribution of key performance indicators (KPIs), localizes divergence to gateway logic using model-based diagnosis, maps that logic back to verbatim narrative segments, and repairs the source text through evidence-based refinement.；证据线索为：Experiments on diabetic nephropathy health-guidance policies show that the method reduces variability in regenerated model behavior.。排除边界：其优化的是单任务质量，没有重新分配跨层数据流、serving lifecycle 或恢复责任；不进入长期 Candidate Denominator。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.10885	2026-04-13	Product Review Based on Optimized Facial Expression Detection	pre-denominator closure	`Product Review Based on Optimized Facial Expression Detection` 的机制为：This paper proposes a method to review public acceptance of products based on their brand by analyzing the facial expression of the customer intending to buy the product from a supermarket or hypermarket.；证据线索为：The algorithm proved to be significantly faster and nearly accurate for the needed application by reducing the time complexity for corner points detection.。排除边界：其优化的是单任务质量，没有重新分配跨层数据流、serving lifecycle 或恢复责任；不进入长期 Candidate Denominator。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.10892	2026-04-13	HECTOR: Human-centric Hierarchical Coordination and Supervision of Robotic Fleets under Continual Temporal Tasks	pre-denominator closure	`HECTOR: Human-centric Hierarchical Coordination and Supervision of Robotic Fleets under Continual Temporal Tasks` 的机制为：How to design the procedure for these interactions and efficient algorithms to fulfill these needs have been mostly neglected in the related literature.；证据线索为：The operator might need to add new tasks, cancel some tasks, change priorities and modify planning results.。排除边界：其属于表示或生成质量的局部改进，没有改变 modality identity、生成提交或物理反馈闭环；不进入长期 Candidate Denominator。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.10893	2026-04-13	Beyond A Fixed Seal: Adaptive Stealing Watermark in Large Language Models	pre-denominator closure	`Beyond A Fixed Seal: Adaptive Stealing Watermark in Large Language Models` 的机制为：To address these limitations, we propose Adaptive Stealing (AS), a novel SWA featuring enhanced design flexibility through Position-Based Seal Construction and Adaptive Selection modules.；证据线索为：Our experiments demonstrate that AS significantly increases steal efficiency against target watermarks under identical experimental conditions.。排除边界：其优化的是单任务质量，没有重新分配跨层数据流、serving lifecycle 或恢复责任；不进入长期 Candidate Denominator。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.10894	2026-04-13	EviRCOD: Evidence-Guided Probabilistic Decoding for Referring Camouflaged Object Detection	pre-denominator closure	`EviRCOD: Evidence-Guided Probabilistic Decoding for Referring Camouflaged Object Detection` 的机制为：To address these issues, we propose EviRCOD, an integrated framework consisting of three core components: (1) a Reference-Guided Deformable Encoder (RGDE) that employs hierarchical reference-driven modulation and multi-scale deformable aggregation to inject semantic priors and align cross-scale representations; (2) an Uncertainty-Aware Evidential Decoder (UAED) that incorporates Dirichlet evidence estimation into hierarchical decoding to model uncertainty and propagate confidence across scales; and (3) a Boundary-A；证据线索为：Experiments on the Ref-COD benchmark demonstrate that EviRCOD achieves state-of-the-art detection performance while providing well-calibrated uncertainty estimates.。排除边界：其主要贡献是任务切片、数据集或测量结果，未改变 evaluator identity、可复算证据对象或 release gate；不进入长期 Candidate Denominator。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.10895	2026-04-13	Teaching Robots to Interpret Social Interactions through Lexically-guided Dynamic Graph Learning	pre-denominator closure	`Teaching Robots to Interpret Social Interactions through Lexically-guided Dynamic Graph Learning` 的机制为：Drawing inspiration from theories in Cognitive Science, we propose a novel multi-task learning framework, termed as \textbf{SocialLDG} that explicitly models the dynamic relationship among the states represent as six distinct tasks.；证据线索为：SocialLDG has three advantages: First, it achieves state-of-the-art performance on two challenging human-robot social interaction datasets available publicly.。排除边界：其主要贡献是任务切片、数据集或测量结果，未改变 evaluator identity、可复算证据对象或 release gate；不进入长期 Candidate Denominator。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.10898	2026-04-13	ZoomR: Memory Efficient Reasoning through Multi-Granularity Key Value Retrieval	pre-denominator closure	"`ZoomR: Memory Efficient Reasoning through Multi-Granularity Key Value Retrieval` 的机制为：In this paper, we introduce ZoomR, a novel approach that enables LLMs to adaptively compress verbose reasoning thoughts into summaries and uses a dynamic KV cache selection policy that leverages these summaries while also strategically ""zooming in"" on fine-grained details.；证据线索为：Large language models (LLMs) have shown great performance on complex reasoning tasks but often require generating long intermediate thoughts before reaching a final answer.。排除边界：其停留在 Agent 局部能力或任务配方，未建立新的 authority、durable state、side-effect commit 或 rollback contract；不进入长期 Candidate Denominator。"	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.10900	2026-04-13	CASK: Core-Aware Selective KV Compression for Reasoning Traces	retained	In large language models performing long-form reasoning, the KV cache grows rapidly with decode length, creating bottlenecks in memory and inference stability.  改变 `INFER-KV-CACHE` 的长期机制、state/control ownership 或 evaluation contract；fresh-context reviewer 已以 exact-v1 复核。	INFER-KV-CACHE	deep_complete	No Change — Existing Coverage
2604.10904	2026-04-13	Evaluating the Impact of Medical Image Reconstruction on Downstream AI Fairness and Performance	pre-denominator closure	`Evaluating the Impact of Medical Image Reconstruction on Downstream AI Fairness and Performance` 的机制为：We introduce a scalable evaluation framework that applies reconstruction and diagnostic AI models in tandem, which we apply to two tasks (classification, segmentation), three reconstruction approaches (U-Net, GAN, diffusion), and two data types (X-ray, MRI) to assess the potential downstream implications of reconstruction.；证据线索为：AI-based image reconstruction models are increasingly deployed in clinical workflows to improve image quality from noisy data, such as low-dose X-rays or accelerated MRI scans.。排除边界：其增量依赖领域数据、标签与工作流，未迁移为通用 AI System 的长期状态、控制或发布责任；不进入长期 Candidate Denominator。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
