arxiv_id	submitted_v1_utc	title	categories	screening_status	screening_reason
2603.20197	2026-03-24T00:00:05Z	Fast Solving Complete 2000-Node Optimization Using Stochastic-Computing Simulated Annealing	math.OC	pre_denominator_closure	Fast Solving Complete 2000-Node Optimization Using Stochastic-Computing Simulated Annealing（math.OC）不属于 AI System 机制范围；identity/date 已闭合。
2603.20198	2026-03-24T00:00:07Z	Visual Exclusivity Attacks: Automatic Multimodal Red Teaming via Agentic Planning	cs.CR;cs.CV;cs.LG	pre_denominator_closure	Visual Exclusivity Attacks: Automatic Multimodal Red Teaming via Agentic Planning（cs.CR, cs.CV）的公开摘要聚焦于：Current multimodal red teaming treats images as wrappers for malicious payloads via typography or adversarial noise. These attacks are structurally brittle, as standard defenses neutralize them once the payload is exposed. We introduce Visual Exclusivity (VE), a more resilient Image-as-Basis threat where harm emerges only through reasoning over visual conten 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.20199	2026-03-24T00:00:11Z	AnchorNote: Exploring Speech-Driven Spatial Externalization for Co-Located Collaboration in Augmented Reality	cs.HC	pre_denominator_closure	AnchorNote: Exploring Speech-Driven Spatial Externalization for Co-Located Collaboration in Augmented Reality（cs.HC）的公开摘要聚焦于：Sticky notes remain a durable collaborative medium because they support rapid idea externalization, rearrangement, and coordination of group attention through spatial organization while being low-friction and lightweight. Recent AR systems suggest new ways to externalize ideas in shared physical space, including spatial annotations and digital workspaces. We 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.20200	2026-03-24T00:00:13Z	Your Robot Will Feel You Now: Empathy in Robots and Embodied Agents	cs.AI;cs.CV;cs.RO	pre_denominator_closure	Your Robot Will Feel You Now: Empathy in Robots and Embodied Agents（cs.AI, cs.CV）的公开摘要聚焦于：The fields of human-robot interaction (HRI) and embodied conversational agents (ECAs) have long studied how empathy could be implemented in machines. One of the major drivers has been the goal of giving multimodal social and emotional intelligence to these artificially intelligent agents, which interact with people through facial expressions, body, gesture, 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.20201	2026-03-24T00:00:14Z	FIGURA: A Modular Prompt Engineering Method for Artistic Figure Photography in Safety-Filtered Text-to-Image Models	cs.CV;cs.CY;cs.MM	pre_denominator_closure	FIGURA: A Modular Prompt Engineering Method for Artistic Figure Photography in Safety-Filtered Text-to-Image Models（cs.CV, cs.CY）的公开摘要聚焦于：Safety filters in commercial text-to-image (T2I) models systematically block legitimate artistic content involving the human figure, treating classical nude photography with the same restrictiveness as explicit material. While prior research has documented this problem extensively, no operational system exists that enables professional artists to generate ar 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.20204	2026-03-24T00:00:17Z	Measuring Research Convergence in Interdisciplinary Teams Using Large Language Models and Graph Analytics	cs.AI;cs.CY	pre_denominator_closure	Measuring Research Convergence in Interdisciplinary Teams Using Large Language Models and Graph Analytics（cs.AI, cs.CY）的公开摘要聚焦于：Understanding how interdisciplinary research teams converge on shared knowledge is a persistent challenge. This paper presents a novel, multi-layer, AI-driven analytical framework for mapping research convergence in interdisciplinary teams. The framework integrates large language models (LLMs), graph-based visualization and analytics, and human-in-the-loop e 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.20205	2026-03-24T00:00:19Z	The Coercive Projection Theorem for Canonical Reciprocal Costs	math.OC	pre_denominator_closure	The Coercive Projection Theorem for Canonical Reciprocal Costs（math.OC）不属于 AI System 机制范围；identity/date 已闭合。
2603.20206	2026-03-24T00:00:20Z	Enhancing Safety of Large Language Models via Embedding Space Separation	cs.AI;cs.CL	pre_denominator_closure	Enhancing Safety of Large Language Models via Embedding Space Separation（cs.AI, cs.CL）的公开摘要聚焦于：Large language models (LLMs) have achieved impressive capabilities, yet ensuring their safety against harmful prompts remains a critical challenge. Recent work has revealed that the latent representations (embeddings) of harmful and safe queries in LLMs typically exhibit linear separability, a property that has been exploited to construct attacks by perturbi 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
2603.20207	2026-03-24T00:00:22Z	Risk-Averse Stochastic User Equilibrium on Uncertain Transportation Networks	math.OC	pre_denominator_closure	Risk-Averse Stochastic User Equilibrium on Uncertain Transportation Networks（math.OC）不属于 AI System 机制范围；identity/date 已闭合。
2603.20208	2026-03-24T00:00:24Z	RedacBench: Can AI Erase Your Secrets?	cs.AI;cs.CL;cs.CR	pre_denominator_closure	RedacBench: Can AI Erase Your Secrets?（cs.AI, cs.CL）的公开摘要聚焦于：Modern language models can readily extract sensitive information from unstructured text, making redaction -- the selective removal of such information -- critical for data security. However, existing benchmarks for redaction typically focus on predefined categories of data such as personally identifiable information (PII) or evaluate specific techniques like 该 family 未改变长期 state/data/control ownership、可复算 evaluation/release contract，也未修正当前 Books 的平台、训练或推理成立边界；因此在分母前按局部方法/领域证据闭合。
