arxiv_id	first_public_date	title	candidate_state	screening_reason	owner_node	review_status	books_disposition
2604.06552	2026-04-08	To Lie or Not to Lie? Investigating The Biased Spread of Global Lies by LLMs	pre-denominator closure	`To Lie or Not to Lie? Investigating The Biased Spread of Global Lies by LLMs` 的机制为：We study how LLMs behave when prompted to spread misinformation across languages and target countries, and introduce GlobalLies, a multilingual parallel dataset of 440 misinformation generation prompt templates and 6,867 entities, spanning 8 languages and 195 countries.；证据线索为：Using both human annotations and large-scale LLM-as-a-judge evaluations across hundreds of thousands of generations from state-of-the-art models, we show that misinformation generation varies systematically based on the country being discussed.。排除边界：其主要贡献是任务切片、数据集或测量结果，未改变 evaluator identity、可复算证据对象或 release gate；不进入长期 Candidate Denominator。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.06558	2026-04-08	When Does Context Help? A Systematic Study of Target-Conditional Molecular Property Prediction	pre-denominator closure	`When Does Context Help? A Systematic Study of Target-Conditional Molecular Property Prediction` 的机制为：We present the first systematic study of when target context helps molecular property prediction, evaluating context conditioning across 10 diverse protein families, 4 fusion architectures, data regimes spanning 67-9,409 training compounds, and both temporal and random evaluation splits.；证据线索为：We present the first systematic study of when target context helps molecular property prediction, evaluating context conditioning across 10 diverse protein families, 4 fusion architectures, data regimes spanning 67-9,409 training compounds, and both temporal and random evaluation splits.。排除边界：其增量依赖领域数据、标签与工作流，未迁移为通用 AI System 的长期状态、控制或发布责任；不进入长期 Candidate Denominator。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.06559	2026-04-08	ExplainFuzz: Explainable and Constraint-Conditioned Test Generation with Probabilistic Circuits	pre-denominator closure	`ExplainFuzz: Explainable and Constraint-Conditioned Test Generation with Probabilistic Circuits` 的机制为：We introduce ExplainFuzz, a test generation framework that leverages Probabilistic Circuits (PCs) to learn and query structured distributions over grammar-based test inputs interpretably and controllably.；证据线索为：Our results show that ExplainFuzz improves the coherence and realism of generated inputs, achieving significant perplexity reduction compared to pCFGs, grammar-unaware PCs, and LLMs.。排除边界：其停留在 Agent 局部能力或任务配方，未建立新的 authority、durable state、side-effect commit 或 rollback contract；不进入长期 Candidate Denominator。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.06561	2026-04-08	Accelerating 4D Hyperspectral Imaging through Physics-Informed Neural Representation and Adaptive Sampling	pre-denominator closure	`Accelerating 4D Hyperspectral Imaging through Physics-Informed Neural Representation and Adaptive Sampling` 的机制为：To address this challenge, we introduce a physics-informed neural representation approach that efficiently reconstructs dense spatially-resolved 2DIR hyperspectral images from sparse experimental measurements.；证据线索为：To address this challenge, we introduce a physics-informed neural representation approach that efficiently reconstructs dense spatially-resolved 2DIR hyperspectral images from sparse experimental measurements.。排除边界：其属于表示或生成质量的局部改进，没有改变 modality identity、生成提交或物理反馈闭环；不进入长期 Candidate Denominator。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.06562	2026-04-08	On Emotion-Sensitive Decision Making of Small Language Model Agents	pre-denominator closure	`On Emotion-Sensitive Decision Making of Small Language Model Agents` 的机制为：We study emotion-sensitive decision making by combining representation-level emotion induction with a structured game-theoretic evaluation.；证据线索为：Small language models (SLM) are increasingly used as interactive decision-making agents, yet most decision-oriented evaluations ignore emotion as a causal factor influencing behavior.。排除边界：其主要贡献是任务切片、数据集或测量结果，未改变 evaluator identity、可复算证据对象或 release gate；不进入长期 Candidate Denominator。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.06564	2026-04-08	CWRNN-INVR: A Coupled WarpRNN based Implicit Neural Video Representation	pre-denominator closure	`CWRNN-INVR: A Coupled WarpRNN based Implicit Neural Video Representation` 的机制为：Existing methods focus on developing new grid structures efficient for latent representation and neural network architectures with large representation capability, lacking the study on their roles in video representation.；证据线索为：Experiments show that our method achieves the best reconstruction results compared with the existing methods, with an average PSNR of 33.73 dB on the UVG dataset under the 3M model and outperforms existing INVR methods in other downstream tasks.。排除边界：其主要贡献是任务切片、数据集或测量结果，未改变 evaluator identity、可复算证据对象或 release gate；不进入长期 Candidate Denominator。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.06566	2026-04-08	AI-Driven Research for Databases	pre-denominator closure	`AI-Driven Research for Databases` 的机制为：This approach shifts optimization from manual system design to automated code generation.；证据线索为：The key obstacle, however, in applying ADRS is the evaluation pipeline.。排除边界：其主要贡献是任务切片、数据集或测量结果，未改变 evaluator identity、可复算证据对象或 release gate；不进入长期 Candidate Denominator。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.06568	2026-04-08	A Noise Constrained Diffusion (NC-Diffusion) Framework for High Fidelity Image Compression	pre-denominator closure	`A Noise Constrained Diffusion (NC-Diffusion) Framework for High Fidelity Image Compression` 的机制为：To address this problem, in this paper, we propose a Noise Constrained Diffusion (NC-Diffusion) framework for high fidelity image compression.；证据线索为：However, due to the random noise introduced in the diffusion learning, they usually produce reconstructions with deviation from the original images, leading to suboptimal compression results.。排除边界：其主要贡献是任务切片、数据集或测量结果，未改变 evaluator identity、可复算证据对象或 release gate；不进入长期 Candidate Denominator。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.06571	2026-04-08	LLM-based Schema-Guided Extraction and Validation of Missing-Person Intelligence from Heterogeneous Data Sources	pre-denominator closure	`LLM-based Schema-Guided Extraction and Validation of Missing-Person Intelligence from Heterogeneous Data Sources` 的机制为：We present the system architecture, key implementation decisions, and output design, and evaluate performance using both gold-aligned extraction metrics and corpus-level operational indicators.；证据线索为：On a manually aligned subset of 75 cases, the LLM-assisted pathway achieved substantially higher extraction quality than the deterministic comparator (F1 = 0.8664 vs.。排除边界：其停留在 Agent 局部能力或任务配方，未建立新的 authority、durable state、side-effect commit 或 rollback contract；不进入长期 Candidate Denominator。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.06573	2026-04-08	Scoring Edit Impact in Grammatical Error Correction via Embedded Association Graphs	pre-denominator closure	`Scoring Edit Impact in Grammatical Error Correction via Embedded Association Graphs` 的机制为：In this paper, we propose a new task, Scoring Edit Impact in GEC, which aims to automatically estimate the importance of edits produced by a GEC system.；证据线索为：However, a sentence may admit multiple valid corrections, and existing evaluation settings do not fully accommodate diverse application scenarios.。排除边界：其主要贡献是任务切片、数据集或测量结果，未改变 evaluator identity、可复算证据对象或 release gate；不进入长期 Candidate Denominator。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.06576	2026-04-08	LiftFormer: Lifting and Frame Theory Based Monocular Depth Estimation Using Depth and Edge Oriented Subspace Representation	pre-denominator closure	`LiftFormer: Lifting and Frame Theory Based Monocular Depth Estimation Using Depth and Edge Oriented Subspace Representation` 的机制为：To solve this problem, in this paper, we propose a LiftFormer based on lifting theory topology, for constructing an intermediate subspace that bridges the image color features and depth values, and a subspace that enhances the depth prediction around edges.；证据线索为：The experimental results demonstrate that our LiftFormer achieves state-of-the-art performance on widely used datasets, and an ablation study validates the effectiveness of both proposed lifting modules in our LiftFormer.。排除边界：其主要贡献是任务切片、数据集或测量结果，未改变 evaluator identity、可复算证据对象或 release gate；不进入长期 Candidate Denominator。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.06579	2026-04-08	SonicDB S6: A Storage-Efficient Verkle Trie for High-Throughput Blockchains	pre-denominator closure	`SonicDB S6: A Storage-Efficient Verkle Trie for High-Throughput Blockchains` 的机制为：We present SonicDB S6, a production-grade Rust Verkle Trie database for the Sonic blockchain, which leverages its non-forking property to enable aggressive storage optimizations.；证据线索为：Batched updates, multi-threaded commitment computation, and homomorphic Pedersen caching yield $3.2\times$ higher throughput than a persistent Geth Verkle baseline while sustaining production block-rate performance.。排除边界：其停留在 Agent 局部能力或任务配方，未建立新的 authority、durable state、side-effect commit 或 rollback contract；不进入长期 Candidate Denominator。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
