arxiv_id	first_public_date	title	candidate_state	screening_reason	owner_node	review_status	books_disposition
2604.01514	2026-04-02	Why Instruction-Based Unlearning Fails in Diffusion Models?	pre-denominator closure	逐项 title+abstract 复核确认：Why Instruction-Based Unlearning Fails in Diffusion Models? 的具体问题/方法是“Instruction-based unlearning has proven effective for modifying the behavior of large language models at inference time, but whether this paradigm extends to other generative models remains unclear. ”。当前公开范围仍是任务特定方法、单领域应用或局部 benchmark 增量，没有改变可迁移的 AI System state/data/control ownership、evaluation/release contract 或 Books 既有成立边界；若后续 exact revision 披露跨 workload 控制面、系统级 failure/fallback 或修正现有 owner 结论，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.01517	2026-04-02	MorphoGuard: A Morphology-Based Whole-Body Interactive Motion Controller	pre-denominator closure	逐项 title+abstract 复核确认：MorphoGuard: A Morphology-Based Whole-Body Interactive Motion Controller 的具体问题/方法是“Whole-body control (WBC) has demonstrated significant advantages in complex interactive movements of high-dimensional robotic systems. ”。当前公开范围仍是任务特定方法、单领域应用或局部 benchmark 增量，没有改变可迁移的 AI System state/data/control ownership、evaluation/release contract 或 Books 既有成立边界；若后续 exact revision 披露跨 workload 控制面、系统级 failure/fallback 或修正现有 owner 结论，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.01518	2026-04-02	Probe to Generate: Program Variant-Guided Test Augmentation for Repository-Level Repair Benchmarks	retained	Test-based benchmarks such as SWE-bench have become a standard basis for evaluating automated issue resolution agents, deeming a patch correct if it passes a provided regression test suite.  改变 `PLATFORM-EVALUATION-SYSTEM` 的长期机制、state/control ownership 或 evaluation contract；fresh-context reviewer 已以 exact-v1 复核。	PLATFORM-EVALUATION-SYSTEM	deep_complete	No Change — Existing Coverage
2604.01520	2026-04-02	LLM Agents as Social Scientists: A Human-AI Collaborative Platform for Social Science Automation	pre-denominator closure	逐项 title+abstract 复核确认：LLM Agents as Social Scientists: A Human-AI Collaborative Platform for Social Science Automation 的具体问题/方法是“Traditional social science research often requires designing complex experiments across vast methodological spaces and depends on real human participants, making it labor-intensive, costly, and difficult to scale. ”。当前公开范围仍是任务特定方法、单领域应用或局部 benchmark 增量，没有改变可迁移的 AI System state/data/control ownership、evaluation/release contract 或 Books 既有成立边界；若后续 exact revision 披露跨 workload 控制面、系统级 failure/fallback 或修正现有 owner 结论，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.01522	2026-04-02	EpiDroid: Dependency-Guided Recomposition for Deep State Discovery in Mobile GUI Testing	pre-denominator closure	逐项 title+abstract 复核确认：EpiDroid: Dependency-Guided Recomposition for Deep State Discovery in Mobile GUI Testing 的具体问题/方法是“The increasing scale and complexity of mobile applications make automated GUI exploration essential for software quality assurance. ”。当前公开范围仍是任务特定方法、单领域应用或局部 benchmark 增量，没有改变可迁移的 AI System state/data/control ownership、evaluation/release contract 或 Books 既有成立边界；若后续 exact revision 披露跨 workload 控制面、系统级 failure/fallback 或修正现有 owner 结论，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.01523	2026-04-02	Robust Autonomous Control of a Magnetic Millirobot in In Vitro Cardiac Flow	pre-denominator closure	逐项 title+abstract 复核确认：Robust Autonomous Control of a Magnetic Millirobot in In Vitro Cardiac Flow 的具体问题/方法是“Untethered magnetic millirobots offer significant potential for minimally invasive cardiac therapies; however, achieving reliable autonomous control in pulsatile cardiac flow remains challenging. ”。当前公开范围仍是任务特定方法、单领域应用或局部 benchmark 增量，没有改变可迁移的 AI System state/data/control ownership、evaluation/release contract 或 Books 既有成立边界；若后续 exact revision 披露跨 workload 控制面、系统级 failure/fallback 或修正现有 owner 结论，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.01524	2026-04-02	Reverberation-Robust Localization of Speakers Using Distinct Speech Onsets and Multi-channel Cross-Correlations	pre-denominator closure	逐项 title+abstract 复核确认：Reverberation-Robust Localization of Speakers Using Distinct Speech Onsets and Multi-channel Cross-Correlations 的具体问题/方法是“Many speaker localization methods can be found in the literature. ”。当前公开范围仍是任务特定方法、单领域应用或局部 benchmark 增量，没有改变可迁移的 AI System state/data/control ownership、evaluation/release contract 或 Books 既有成立边界；若后续 exact revision 披露跨 workload 控制面、系统级 failure/fallback 或修正现有 owner 结论，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.01525	2026-04-02	A Determinantal Approach to a Sharp $\ell^1-\ell^\infty-\ell^2$ Norm Inequality	pre-denominator closure	逐项 title+abstract 复核确认：A Determinantal Approach to a Sharp $\ell^1-\ell^\infty-\ell^2$ Norm Inequality 的具体问题/方法是“We give a short linear--algebraic proof of the inequality \[ \|x\|_1\,\|x\|_\infty \le \frac{1+\sqrt{p}}{2}\,\|x\|_2^2, \] valid for every \(x\in\mathbb{R}^p\). ”。当前公开范围仍是任务特定方法、单领域应用或局部 benchmark 增量，没有改变可迁移的 AI System state/data/control ownership、evaluation/release contract 或 Books 既有成立边界；若后续 exact revision 披露跨 workload 控制面、系统级 failure/fallback 或修正现有 owner 结论，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.01526	2026-04-02	Learning ECG Image Representations via Dual Physiological-Aware Alignments	pre-denominator closure	逐项 title+abstract 复核确认：Learning ECG Image Representations via Dual Physiological-Aware Alignments 的具体问题/方法是“Electrocardiograms (ECGs) are among the most widely used diagnostic tools for cardiovascular diseases, and a large amount of ECG data worldwide appears only in image form. ”。当前公开范围仍是任务特定方法、单领域应用或局部 benchmark 增量，没有改变可迁移的 AI System state/data/control ownership、evaluation/release contract 或 Books 既有成立边界；若后续 exact revision 披露跨 workload 控制面、系统级 failure/fallback 或修正现有 owner 结论，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.01527	2026-04-02	REAP: Automatic Curation of Coding Agent Benchmarks from Interactive Production Usage	retained	Production deployment of AI coding agents requires fast, reproducible evaluation signals.  改变 `PLATFORM-EVALUATION-SYSTEM` 的长期机制、state/control ownership 或 evaluation contract；fresh-context reviewer 已以 exact-v1 复核。	PLATFORM-EVALUATION-SYSTEM	deep_complete	No Change — Existing Coverage
2604.01529	2026-04-02	A Role-Based LLM Framework for Structured Information Extraction from Healthy Food Policies	pre-denominator closure	逐项 title+abstract 复核确认：A Role-Based LLM Framework for Structured Information Extraction from Healthy Food Policies 的具体问题/方法是“Current Large Language Model (LLM) approaches for information extraction (IE) in the healthy food policy domain are often hindered by various factors, including misinformation, specifically hallucinations, misclassifications, and omissions that result from the structural diversity and inconsistency of policy documents. ”。当前公开范围仍是任务特定方法、单领域应用或局部 benchmark 增量，没有改变可迁移的 AI System state/data/control ownership、evaluation/release contract 或 Books 既有成立边界；若后续 exact revision 披露跨 workload 控制面、系统级 failure/fallback 或修正现有 owner 结论，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
2604.01532	2026-04-02	PHMForge: Evaluating LLM Agents on Industrial Prognostics through MCP-Native, Algorithm-Grounded Tools	retained	LLM agents are beginning to invoke industrial asset-management tools through the Model Context Protocol (MCP), yet whether they can act reliably on this substrate for safety-critical \emph{Prognostics and Health Management (PHM)} is unanswered.  改变 `PLATFORM-TRACE` 的长期机制、state/control ownership 或 evaluation contract；fresh-context reviewer 已以 exact-v1 复核。	PLATFORM-TRACE	deep_complete	No Change — Existing Coverage
2604.01533	2026-04-02	Validating Computational Markers of Depressive Behavior: Cross-Linguistic Speech-Based Depression Detection with Neurophysiological Validation	pre-denominator closure	逐项 title+abstract 复核确认：Validating Computational Markers of Depressive Behavior: Cross-Linguistic Speech-Based Depression Detection with Neurophysiological Validation 的具体问题/方法是“Speech-based depression detection has shown promise as an objective diagnostic tool, yet the cross-linguistic robustness of acoustic markers and their neurobiological underpinnings remain underexplored. ”。当前公开范围仍是任务特定方法、单领域应用或局部 benchmark 增量，没有改变可迁移的 AI System state/data/control ownership、evaluation/release contract 或 Books 既有成立边界；若后续 exact revision 披露跨 workload 控制面、系统级 failure/fallback 或修正现有 owner 结论，再重开。	—	not_required_pre_denominator	Rejected — Local method / domain evidence
